warehouse_id,source_id,destination_id,time=0,time=1,time=2,time=3,time=4,time=5,time=6,time=7,time=8,time=9,time=10,time=11,time=12,time=13,time=14,time=15,time=16,time=17,time=18,time=19,time=20,time=21,time=22,time=23,time=24,time=25,time=26,time=27,time=28,time=29,time=30,time=31,time=32,time=33,time=34,time=35,time=36,time=37,time=38,time=39,time=40,time=41,time=42,time=43,time=44,time=45,time=46,time=47,time=48,time=49,time=50,time=51,time=52,time=53,time=54,time=55,time=56,time=57,time=58,time=59,time=60,time=61,time=62,time=63,time=64,time=65
3,20,18,"(39, 20)","(38, 20)","(38, 19)","(38, 18)","(38, 17)","(38, 16)","(38, 15)","(38, 14)","(38, 13)","(37, 13)","(36, 13)","(35, 13)","(34, 13)","(33, 13)","(32, 13)","(32, 12)","(32, 11)","(32, 10)","(32, 9)","(32, 10)","(32, 11)","(32, 12)","(32, 13)","(32, 14)","(31, 14)","(30, 14)","(29, 14)","(28, 14)","(27, 14)","(26, 14)","(25, 14)","(24, 14)","(23, 14)","(22, 14)","(21, 14)","(20, 14)","(19, 14)","(18, 14)","(17, 14)","(16, 14)","(15, 14)","(14, 14)","(13, 14)","(12, 14)","(11, 14)","(10, 14)","(9, 14)","(8, 14)","(8, 15)","(7, 15)","(6, 15)","(5, 15)","(4, 15)","(4, 16)","(4, 17)","(3, 17)","(3, 18)","(2, 18)","(1, 18)","(0, 18)",,,,,,
3,20,18,"(39, 20)","(38, 20)","(37, 20)","(37, 21)","(37, 22)","(37, 23)","(37, 24)","(37, 25)","(37, 26)","(37, 27)","(36, 27)","(35, 27)","(35, 28)","(35, 29)","(35, 28)","(35, 27)","(35, 26)","(35, 25)","(35, 24)","(34, 24)","(34, 23)","(33, 23)","(33, 22)","(33, 21)","(33, 20)","(33, 19)","(32, 19)","(31, 19)","(30, 19)","(29, 19)","(28, 19)","(27, 19)","(26, 19)","(25, 19)","(24, 19)","(23, 19)","(22, 19)","(21, 19)","(20, 19)","(19, 19)","(18, 19)","(17, 19)","(16, 19)","(15, 19)","(14, 19)","(13, 19)","(12, 19)","(11, 19)","(10, 19)","(9, 19)","(9, 18)","(8, 18)","(7, 18)","(6, 18)","(5, 18)","(4, 18)","(3, 18)","(2, 18)","(1, 18)","(0, 18)",,,,,,
3,20,18,"(39, 20)","(38, 20)","(37, 20)","(37, 19)","(37, 18)","(37, 17)","(36, 17)","(35, 17)","(35, 18)","(35, 19)","(35, 20)","(35, 21)","(35, 22)","(34, 22)","(33, 22)","(33, 21)","(33, 20)","(33, 19)","(32, 19)","(31, 19)","(30, 19)","(29, 19)","(28, 19)","(27, 19)","(26, 19)","(25, 19)","(24, 19)","(24, 20)","(24, 21)","(24, 22)","(23, 22)","(22, 22)","(21, 22)","(20, 22)","(20, 21)","(20, 20)","(20, 19)","(19, 19)","(18, 19)","(18, 18)","(17, 18)","(17, 19)","(16, 19)","(15, 19)","(14, 19)","(13, 19)","(12, 19)","(11, 19)","(10, 19)","(9, 19)","(8, 19)","(8, 18)","(7, 18)","(6, 18)","(5, 18)","(4, 18)","(3, 18)","(2, 18)","(1, 18)","(0, 18)",,,,,,
3,20,18,"(39, 20)","(38, 20)","(38, 19)","(37, 19)","(37, 20)","(37, 21)","(37, 22)","(36, 22)","(35, 22)","(34, 22)","(33, 22)","(32, 22)","(31, 22)","(30, 22)","(30, 21)","(30, 20)","(30, 19)","(29, 19)","(29, 18)","(29, 17)","(29, 16)","(29, 15)","(29, 14)","(28, 14)","(27, 14)","(26, 14)","(25, 14)","(24, 14)","(23, 14)","(22, 14)","(21, 14)","(21, 13)","(21, 12)","(20, 12)","(20, 13)","(20, 14)","(19, 14)","(18, 14)","(17, 14)","(16, 14)","(15, 14)","(14, 14)","(13, 14)","(12, 14)","(11, 14)","(10, 14)","(9, 14)","(8, 14)","(7, 14)","(6, 14)","(6, 15)","(5, 15)","(4, 15)","(3, 15)","(3, 16)","(3, 17)","(3, 18)","(2, 18)","(1, 18)","(0, 18)",,,,,,
3,20,18,"(39, 20)","(38, 20)","(38, 19)","(38, 18)","(38, 17)","(38, 16)","(38, 15)","(38, 14)","(38, 13)","(37, 13)","(36, 13)","(35, 13)","(35, 14)","(35, 15)","(35, 16)","(35, 17)","(35, 18)","(35, 19)","(34, 19)","(33, 19)","(33, 20)","(33, 21)","(33, 22)","(32, 22)","(32, 21)","(31, 21)","(31, 20)","(31, 19)","(30, 19)","(29, 19)","(28, 19)","(27, 19)","(26, 19)","(25, 19)","(24, 19)","(23, 19)","(22, 19)","(21, 19)","(20, 19)","(19, 19)","(18, 19)","(17, 19)","(16, 19)","(15, 19)","(14, 19)","(13, 19)","(12, 19)","(11, 19)","(10, 19)","(9, 19)","(9, 18)","(8, 18)","(7, 18)","(6, 18)","(5, 18)","(4, 18)","(3, 18)","(2, 18)","(1, 18)","(0, 18)",,,,,,
3,20,18,"(39, 20)","(38, 20)","(37, 20)","(37, 19)","(36, 19)","(35, 19)","(34, 19)","(34, 20)","(33, 20)","(32, 20)","(31, 20)","(30, 20)","(30, 21)","(30, 22)","(30, 23)","(30, 24)","(29, 24)","(28, 24)","(27, 24)","(26, 24)","(25, 24)","(24, 24)","(24, 23)","(23, 23)","(22, 23)","(21, 23)","(20, 23)","(20, 24)","(19, 24)","(18, 24)","(17, 24)","(17, 25)","(17, 26)","(17, 27)","(16, 27)","(16, 26)","(16, 25)","(16, 24)","(15, 24)","(14, 24)","(14, 23)","(14, 22)","(13, 22)","(13, 21)","(12, 21)","(12, 20)","(12, 19)","(11, 19)","(10, 19)","(9, 19)","(8, 19)","(8, 18)","(7, 18)","(6, 18)","(5, 18)","(4, 18)","(3, 18)","(2, 18)","(1, 18)","(0, 18)",,,,,,
3,20,18,"(39, 20)","(38, 20)","(38, 19)","(38, 18)","(38, 17)","(38, 16)","(38, 15)","(37, 15)","(37, 16)","(37, 17)","(37, 18)","(37, 19)","(37, 20)","(37, 21)","(37, 22)","(37, 23)","(37, 24)","(36, 24)","(35, 24)","(35, 23)","(35, 22)","(35, 21)","(34, 21)","(33, 21)","(32, 21)","(31, 21)","(30, 21)","(30, 20)","(30, 19)","(29, 19)","(28, 19)","(27, 19)","(26, 19)","(25, 19)","(24, 19)","(23, 19)","(22, 19)","(21, 19)","(20, 19)","(19, 19)","(18, 19)","(17, 19)","(16, 19)","(15, 19)","(14, 19)","(13, 19)","(12, 19)","(11, 19)","(10, 19)","(9, 19)","(8, 19)","(7, 19)","(6, 19)","(5, 19)","(4, 19)","(4, 18)","(3, 18)","(2, 18)","(1, 18)","(0, 18)",,,,,,
3,20,18,"(39, 20)","(38, 20)","(37, 20)","(36, 20)","(36, 19)","(35, 19)","(35, 18)","(35, 17)","(35, 16)","(35, 15)","(35, 14)","(35, 13)","(35, 12)","(34, 12)","(33, 12)","(33, 13)","(33, 14)","(32, 14)","(31, 14)","(30, 14)","(29, 14)","(28, 14)","(27, 14)","(26, 14)","(25, 14)","(25, 15)","(25, 16)","(25, 17)","(25, 18)","(25, 19)","(24, 19)","(23, 19)","(22, 19)","(21, 19)","(20, 19)","(19, 19)","(18, 19)","(17, 19)","(16, 19)","(15, 19)","(14, 19)","(13, 19)","(13, 20)","(13, 21)","(13, 20)","(12, 20)","(12, 19)","(11, 19)","(10, 19)","(9, 19)","(9, 18)","(8, 18)","(7, 18)","(6, 18)","(5, 18)","(4, 18)","(3, 18)","(2, 18)","(1, 18)","(0, 18)",,,,,,
3,20,18,"(39, 20)","(38, 20)","(38, 19)","(37, 19)","(36, 19)","(36, 18)","(36, 17)","(36, 16)","(36, 15)","(36, 14)","(36, 13)","(36, 12)","(36, 11)","(36, 10)","(36, 9)","(35, 9)","(35, 10)","(34, 10)","(33, 10)","(32, 10)","(32, 11)","(32, 12)","(32, 13)","(32, 14)","(31, 14)","(30, 14)","(29, 14)","(28, 14)","(27, 14)","(26, 14)","(25, 14)","(24, 14)","(23, 14)","(22, 14)","(21, 14)","(20, 14)","(19, 14)","(18, 14)","(17, 14)","(16, 14)","(15, 14)","(14, 14)","(13, 14)","(12, 14)","(11, 14)","(10, 14)","(9, 14)","(9, 15)","(8, 15)","(8, 16)","(8, 17)","(8, 18)","(7, 18)","(6, 18)","(5, 18)","(4, 18)","(3, 18)","(2, 18)","(1, 18)","(0, 18)",,,,,,
3,20,18,"(39, 20)","(38, 20)","(38, 21)","(38, 22)","(38, 23)","(38, 24)","(38, 25)","(38, 26)","(38, 27)","(38, 28)","(38, 29)","(37, 29)","(37, 28)","(36, 28)","(36, 27)","(36, 26)","(35, 26)","(35, 25)","(35, 24)","(34, 24)","(33, 24)","(33, 23)","(33, 22)","(32, 22)","(31, 22)","(31, 21)","(31, 20)","(31, 19)","(30, 19)","(29, 19)","(28, 19)","(27, 19)","(26, 19)","(25, 19)","(24, 19)","(23, 19)","(22, 19)","(21, 19)","(20, 19)","(19, 19)","(18, 19)","(17, 19)","(16, 19)","(15, 19)","(14, 19)","(13, 19)","(12, 19)","(11, 19)","(10, 19)","(9, 19)","(9, 18)","(8, 18)","(7, 18)","(6, 18)","(5, 18)","(4, 18)","(3, 18)","(2, 18)","(1, 18)","(0, 18)",,,,,,
