deviation_factor,midpoint
1.0,"(5, 4)"
1.0,"(5, 5)"
1.0,"(6, 4)"
1.0,"(6, 5)"
1.0,"(7, 4)"
1.0,"(7, 5)"
1.0,"(8, 4)"
1.0,"(8, 5)"
1.0,"(9, 4)"
1.0,"(9, 5)"
1.0,"(10, 4)"
1.0,"(11, 4)"
1.0,"(12, 4)"
1.0,"(13, 4)"
1.0,"(14, 4)"
1.0,"(15, 4)"
1.0,"(16, 4)"
1.0,"(17, 4)"
1.0,"(18, 4)"
1.0,"(19, 4)"
1.0,"(20, 4)"
1.0,"(21, 4)"
1.0,"(22, 4)"
1.0,"(23, 4)"
1.0,"(24, 4)"
1.0,"(25, 4)"
1.0,"(26, 4)"
1.0,"(27, 4)"
1.0,"(28, 4)"
1.0,"(29, 4)"
1.0,"(30, 2)"
1.0,"(30, 3)"
1.0,"(30, 4)"
1.0,"(31, 2)"
1.0,"(31, 3)"
1.0,"(31, 4)"
1.0,"(32, 2)"
1.0,"(32, 3)"
1.0,"(32, 4)"
1.0,"(33, 2)"
1.0,"(33, 3)"
1.0,"(33, 4)"
1.0,"(34, 2)"
1.0,"(34, 3)"
1.0,"(34, 4)"
1.0,"(35, 2)"
1.0,"(35, 3)"
1.0,"(35, 4)"
1.05,"(5, 6)"
1.05,"(6, 6)"
1.05,"(7, 6)"
1.05,"(8, 6)"
1.05,"(9, 6)"
1.05,"(10, 3)"
1.05,"(11, 3)"
1.05,"(12, 3)"
1.05,"(13, 3)"
1.05,"(14, 3)"
1.05,"(15, 5)"
1.05,"(16, 5)"
1.05,"(17, 5)"
1.05,"(18, 5)"
1.05,"(19, 5)"
1.05,"(20, 3)"
1.05,"(21, 3)"
1.05,"(22, 3)"
1.05,"(23, 3)"
1.05,"(24, 3)"
1.05,"(25, 5)"
1.05,"(26, 5)"
1.05,"(27, 5)"
1.05,"(28, 5)"
1.05,"(29, 5)"
1.05,"(30, 1)"
1.05,"(31, 1)"
1.05,"(32, 1)"
1.05,"(33, 1)"
1.05,"(34, 1)"
1.05,"(35, 1)"
1.05,"(35, 5)"
1.1,"(5, 7)"
1.1,"(6, 7)"
1.1,"(7, 7)"
1.1,"(8, 7)"
1.1,"(9, 7)"
1.1,"(10, 2)"
1.1,"(11, 2)"
1.1,"(12, 2)"
1.1,"(13, 2)"
1.1,"(14, 2)"
1.1,"(15, 6)"
1.1,"(16, 6)"
1.1,"(17, 6)"
1.1,"(18, 6)"
1.1,"(19, 6)"
1.1,"(20, 2)"
1.1,"(21, 2)"
1.1,"(22, 2)"
1.1,"(23, 2)"
1.1,"(24, 2)"
1.1,"(25, 6)"
1.1,"(26, 6)"
1.1,"(27, 6)"
1.1,"(28, 6)"
1.1,"(29, 6)"
1.1,"(30, 0)"
1.1,"(31, 0)"
1.1,"(32, 0)"
1.1,"(33, 0)"
1.1,"(34, 0)"
1.1,"(35, 0)"
1.1,"(35, 6)"
1.14,"(5, 8)"
1.14,"(6, 8)"
1.14,"(7, 8)"
1.14,"(8, 8)"
1.14,"(9, 8)"
1.14,"(10, 1)"
1.14,"(11, 1)"
1.14,"(12, 1)"
1.14,"(13, 1)"
1.14,"(14, 1)"
1.14,"(15, 7)"
1.14,"(16, 7)"
1.14,"(17, 7)"
1.14,"(18, 7)"
1.14,"(19, 7)"
1.14,"(20, 1)"
1.14,"(21, 1)"
1.14,"(22, 1)"
1.14,"(23, 1)"
1.14,"(24, 1)"
1.14,"(25, 7)"
1.14,"(26, 7)"
1.14,"(27, 7)"
1.14,"(28, 7)"
1.14,"(29, 7)"
1.14,"(35, 7)"
1.19,"(5, 9)"
1.19,"(6, 9)"
1.19,"(7, 9)"
1.19,"(8, 9)"
1.19,"(9, 9)"
1.19,"(10, 0)"
1.19,"(10, 9)"
1.19,"(11, 0)"
1.19,"(11, 9)"
1.19,"(12, 0)"
1.19,"(12, 9)"
1.19,"(13, 0)"
1.19,"(13, 9)"
1.19,"(14, 0)"
1.19,"(14, 9)"
1.19,"(15, 8)"
1.19,"(15, 9)"
1.19,"(16, 8)"
1.19,"(16, 9)"
1.19,"(17, 8)"
1.19,"(17, 9)"
1.19,"(18, 8)"
1.19,"(18, 9)"
1.19,"(19, 8)"
1.19,"(19, 9)"
1.19,"(20, 0)"
1.19,"(20, 9)"
1.19,"(21, 0)"
1.19,"(21, 9)"
1.19,"(22, 0)"
1.19,"(22, 9)"
1.19,"(23, 0)"
1.19,"(23, 9)"
1.19,"(24, 0)"
1.19,"(24, 9)"
1.19,"(25, 8)"
1.19,"(25, 9)"
1.19,"(26, 8)"
1.19,"(26, 9)"
1.19,"(27, 8)"
1.19,"(27, 9)"
1.19,"(28, 8)"
1.19,"(28, 9)"
1.19,"(29, 8)"
1.19,"(29, 9)"
1.19,"(30, 9)"
1.19,"(31, 9)"
1.19,"(32, 9)"
1.19,"(33, 9)"
1.19,"(34, 9)"
1.19,"(35, 8)"
1.19,"(35, 9)"
1.24,"(10, 10)"
1.24,"(11, 10)"
1.24,"(12, 10)"
1.24,"(13, 10)"
1.24,"(14, 10)"
1.24,"(20, 10)"
1.24,"(21, 10)"
1.24,"(22, 10)"
1.24,"(23, 10)"
1.24,"(24, 10)"
1.24,"(30, 10)"
1.24,"(31, 10)"
1.24,"(32, 10)"
1.24,"(33, 10)"
1.24,"(34, 10)"
1.24,"(35, 10)"
1.29,"(10, 11)"
1.29,"(11, 11)"
1.29,"(12, 11)"
1.29,"(13, 11)"
1.29,"(14, 11)"
1.29,"(20, 11)"
1.29,"(21, 11)"
1.29,"(22, 11)"
1.29,"(23, 11)"
1.29,"(24, 11)"
1.29,"(30, 11)"
1.29,"(31, 11)"
1.29,"(32, 11)"
1.29,"(33, 11)"
1.29,"(34, 11)"
1.29,"(35, 11)"
1.33,"(10, 12)"
1.33,"(11, 12)"
1.33,"(12, 12)"
1.33,"(13, 12)"
1.33,"(14, 12)"
1.33,"(20, 12)"
1.33,"(21, 12)"
1.33,"(22, 12)"
1.33,"(23, 12)"
1.33,"(24, 12)"
1.33,"(30, 12)"
1.33,"(31, 12)"
1.33,"(32, 12)"
1.33,"(33, 12)"
1.33,"(34, 12)"
1.33,"(35, 12)"
1.38,"(10, 13)"
1.38,"(11, 13)"
1.38,"(12, 13)"
1.38,"(13, 13)"
1.38,"(14, 13)"
1.38,"(20, 13)"
1.38,"(21, 13)"
1.38,"(22, 13)"
1.38,"(23, 13)"
1.38,"(24, 13)"
1.38,"(30, 13)"
1.38,"(31, 13)"
1.38,"(32, 13)"
1.38,"(33, 13)"
1.38,"(34, 13)"
1.38,"(35, 13)"
1.43,"(5, 14)"
1.43,"(6, 14)"
1.43,"(7, 14)"
1.43,"(8, 14)"
1.43,"(9, 14)"
1.43,"(10, 14)"
1.43,"(11, 14)"
1.43,"(12, 14)"
1.43,"(13, 14)"
1.43,"(14, 14)"
1.43,"(15, 14)"
1.43,"(16, 14)"
1.43,"(17, 14)"
1.43,"(18, 14)"
1.43,"(19, 14)"
1.43,"(20, 14)"
1.43,"(21, 14)"
1.43,"(22, 14)"
1.43,"(23, 14)"
1.43,"(24, 14)"
1.43,"(25, 14)"
1.43,"(26, 14)"
1.43,"(27, 14)"
1.43,"(28, 14)"
1.43,"(29, 14)"
1.43,"(30, 14)"
1.43,"(31, 14)"
1.43,"(32, 14)"
1.43,"(33, 14)"
1.43,"(34, 14)"
1.43,"(35, 14)"
1.48,"(5, 15)"
1.48,"(6, 15)"
1.48,"(7, 15)"
1.48,"(8, 15)"
1.48,"(9, 15)"
1.48,"(15, 15)"
1.48,"(16, 15)"
1.48,"(17, 15)"
1.48,"(18, 15)"
1.48,"(19, 15)"
1.48,"(25, 15)"
1.48,"(26, 15)"
1.48,"(27, 15)"
1.48,"(28, 15)"
1.48,"(29, 15)"
1.48,"(35, 15)"
1.52,"(5, 16)"
1.52,"(6, 16)"
1.52,"(7, 16)"
1.52,"(8, 16)"
1.52,"(9, 16)"
1.52,"(15, 16)"
1.52,"(16, 16)"
1.52,"(17, 16)"
1.52,"(18, 16)"
1.52,"(19, 16)"
1.52,"(25, 16)"
1.52,"(26, 16)"
1.52,"(27, 16)"
1.52,"(28, 16)"
1.52,"(29, 16)"
1.52,"(35, 16)"
1.57,"(5, 17)"
1.57,"(6, 17)"
1.57,"(7, 17)"
1.57,"(8, 17)"
1.57,"(9, 17)"
1.57,"(15, 17)"
1.57,"(16, 17)"
1.57,"(17, 17)"
1.57,"(18, 17)"
1.57,"(19, 17)"
1.57,"(25, 17)"
1.57,"(26, 17)"
1.57,"(27, 17)"
1.57,"(28, 17)"
1.57,"(29, 17)"
1.57,"(35, 17)"
1.62,"(5, 18)"
1.62,"(6, 18)"
1.62,"(7, 18)"
1.62,"(8, 18)"
1.62,"(9, 18)"
1.62,"(15, 18)"
1.62,"(16, 18)"
1.62,"(17, 18)"
1.62,"(18, 18)"
1.62,"(19, 18)"
1.62,"(25, 18)"
1.62,"(26, 18)"
1.62,"(27, 18)"
1.62,"(28, 18)"
1.62,"(29, 18)"
1.62,"(35, 18)"
1.67,"(5, 19)"
1.67,"(6, 19)"
1.67,"(7, 19)"
1.67,"(8, 19)"
1.67,"(9, 19)"
1.67,"(10, 19)"
1.67,"(11, 19)"
1.67,"(12, 19)"
1.67,"(13, 19)"
1.67,"(14, 19)"
1.67,"(15, 19)"
1.67,"(16, 19)"
1.67,"(17, 19)"
1.67,"(18, 19)"
1.67,"(19, 19)"
1.67,"(20, 19)"
1.67,"(21, 19)"
1.67,"(22, 19)"
1.67,"(23, 19)"
1.67,"(24, 19)"
1.67,"(25, 19)"
1.67,"(26, 19)"
1.67,"(27, 19)"
1.67,"(28, 19)"
1.67,"(29, 19)"
1.67,"(30, 19)"
1.67,"(31, 19)"
1.67,"(32, 19)"
1.67,"(33, 19)"
1.67,"(34, 19)"
1.67,"(35, 19)"
1.71,"(10, 20)"
1.71,"(11, 20)"
1.71,"(12, 20)"
1.71,"(13, 20)"
1.71,"(14, 20)"
1.71,"(20, 20)"
1.71,"(21, 20)"
1.71,"(22, 20)"
1.71,"(23, 20)"
1.71,"(24, 20)"
1.71,"(30, 20)"
1.71,"(31, 20)"
1.71,"(32, 20)"
1.71,"(33, 20)"
1.71,"(34, 20)"
1.71,"(35, 20)"
1.76,"(10, 21)"
1.76,"(11, 21)"
1.76,"(12, 21)"
1.76,"(13, 21)"
1.76,"(14, 21)"
1.76,"(20, 21)"
1.76,"(21, 21)"
1.76,"(22, 21)"
1.76,"(23, 21)"
1.76,"(24, 21)"
1.76,"(30, 21)"
1.76,"(31, 21)"
1.76,"(32, 21)"
1.76,"(33, 21)"
1.76,"(34, 21)"
1.76,"(35, 21)"
1.81,"(10, 22)"
1.81,"(11, 22)"
1.81,"(12, 22)"
1.81,"(13, 22)"
1.81,"(14, 22)"
1.81,"(20, 22)"
1.81,"(21, 22)"
1.81,"(22, 22)"
1.81,"(23, 22)"
1.81,"(24, 22)"
1.81,"(30, 22)"
1.81,"(31, 22)"
1.81,"(32, 22)"
1.81,"(33, 22)"
1.81,"(34, 22)"
1.81,"(35, 22)"
1.86,"(10, 23)"
1.86,"(11, 23)"
1.86,"(12, 23)"
1.86,"(13, 23)"
1.86,"(14, 23)"
1.86,"(20, 23)"
1.86,"(21, 23)"
1.86,"(22, 23)"
1.86,"(23, 23)"
1.86,"(24, 23)"
1.86,"(30, 23)"
1.86,"(31, 23)"
1.86,"(32, 23)"
1.86,"(33, 23)"
1.86,"(34, 23)"
1.86,"(35, 23)"
1.9,"(5, 24)"
1.9,"(6, 24)"
1.9,"(7, 24)"
1.9,"(8, 24)"
1.9,"(9, 24)"
1.9,"(10, 24)"
