deviation_factor,midpoint
1.0,"(5, 25)"
1.0,"(5, 26)"
1.0,"(5, 27)"
1.0,"(5, 28)"
1.0,"(5, 29)"
1.0,"(6, 25)"
1.0,"(6, 26)"
1.0,"(6, 27)"
1.0,"(6, 28)"
1.0,"(6, 29)"
1.0,"(7, 25)"
1.0,"(7, 26)"
1.0,"(7, 27)"
1.0,"(7, 28)"
1.0,"(7, 29)"
1.0,"(8, 25)"
1.0,"(8, 26)"
1.0,"(8, 27)"
1.0,"(8, 28)"
1.0,"(8, 29)"
1.0,"(9, 25)"
1.0,"(9, 26)"
1.0,"(9, 27)"
1.0,"(9, 28)"
1.0,"(9, 29)"
1.0,"(10, 29)"
1.0,"(11, 29)"
1.0,"(12, 29)"
1.0,"(13, 29)"
1.0,"(14, 29)"
1.0,"(15, 29)"
1.0,"(16, 29)"
1.0,"(17, 29)"
1.0,"(18, 29)"
1.0,"(19, 29)"
1.0,"(20, 29)"
1.0,"(21, 29)"
1.0,"(22, 29)"
1.0,"(23, 29)"
1.0,"(24, 29)"
1.0,"(25, 29)"
1.0,"(26, 29)"
1.0,"(27, 29)"
1.0,"(28, 29)"
1.0,"(29, 29)"
1.0,"(30, 29)"
1.0,"(30, 30)"
1.0,"(30, 31)"
1.0,"(30, 32)"
1.0,"(30, 33)"
1.0,"(31, 29)"
1.0,"(31, 30)"
1.0,"(31, 31)"
1.0,"(31, 32)"
1.0,"(31, 33)"
1.0,"(32, 29)"
1.0,"(32, 30)"
1.0,"(32, 31)"
1.0,"(32, 32)"
1.0,"(32, 33)"
1.0,"(33, 29)"
1.0,"(33, 30)"
1.0,"(33, 31)"
1.0,"(33, 32)"
1.0,"(33, 33)"
1.0,"(34, 29)"
1.0,"(34, 30)"
1.0,"(34, 31)"
1.0,"(34, 32)"
1.0,"(34, 33)"
1.0,"(35, 29)"
1.0,"(35, 30)"
1.0,"(35, 31)"
1.0,"(35, 32)"
1.0,"(35, 33)"
1.04,"(5, 24)"
1.04,"(5, 34)"
1.04,"(6, 24)"
1.04,"(6, 34)"
1.04,"(7, 24)"
1.04,"(7, 34)"
1.04,"(8, 24)"
1.04,"(8, 34)"
1.04,"(9, 24)"
1.04,"(9, 34)"
1.04,"(10, 24)"
1.04,"(10, 30)"
1.04,"(10, 31)"
1.04,"(10, 32)"
1.04,"(10, 33)"
1.04,"(10, 34)"
1.04,"(11, 24)"
1.04,"(11, 30)"
1.04,"(11, 31)"
1.04,"(11, 32)"
1.04,"(11, 33)"
1.04,"(11, 34)"
1.04,"(12, 24)"
1.04,"(12, 30)"
1.04,"(12, 31)"
1.04,"(12, 32)"
1.04,"(12, 33)"
1.04,"(12, 34)"
1.04,"(13, 24)"
1.04,"(13, 30)"
1.04,"(13, 31)"
1.04,"(13, 32)"
1.04,"(13, 33)"
1.04,"(13, 34)"
1.04,"(14, 24)"
1.04,"(14, 30)"
1.04,"(14, 31)"
1.04,"(14, 32)"
1.04,"(14, 33)"
1.04,"(14, 34)"
1.04,"(15, 24)"
1.04,"(15, 25)"
1.04,"(15, 26)"
1.04,"(15, 27)"
1.04,"(15, 28)"
1.04,"(15, 34)"
1.04,"(16, 24)"
1.04,"(16, 25)"
1.04,"(16, 26)"
1.04,"(16, 27)"
1.04,"(16, 28)"
1.04,"(16, 34)"
1.04,"(17, 24)"
1.04,"(17, 25)"
1.04,"(17, 26)"
1.04,"(17, 27)"
1.04,"(17, 28)"
1.04,"(17, 34)"
1.04,"(18, 24)"
1.04,"(18, 25)"
1.04,"(18, 26)"
1.04,"(18, 27)"
1.04,"(18, 28)"
1.04,"(18, 34)"
1.04,"(19, 24)"
1.04,"(19, 25)"
1.04,"(19, 26)"
1.04,"(19, 27)"
1.04,"(19, 28)"
1.04,"(19, 34)"
1.04,"(20, 24)"
1.04,"(20, 30)"
1.04,"(20, 31)"
1.04,"(20, 32)"
1.04,"(20, 33)"
1.04,"(20, 34)"
1.04,"(21, 24)"
1.04,"(21, 30)"
1.04,"(21, 31)"
1.04,"(21, 32)"
1.04,"(21, 33)"
1.04,"(21, 34)"
1.04,"(22, 24)"
1.04,"(22, 30)"
1.04,"(22, 31)"
1.04,"(22, 32)"
1.04,"(22, 33)"
1.04,"(22, 34)"
1.04,"(23, 24)"
1.04,"(23, 30)"
1.04,"(23, 31)"
1.04,"(23, 32)"
1.04,"(23, 33)"
1.04,"(23, 34)"
1.04,"(24, 24)"
1.04,"(24, 30)"
1.04,"(24, 31)"
1.04,"(24, 32)"
1.04,"(24, 33)"
1.04,"(24, 34)"
1.04,"(25, 24)"
1.04,"(25, 25)"
1.04,"(25, 26)"
1.04,"(25, 27)"
1.04,"(25, 28)"
1.04,"(25, 34)"
1.04,"(26, 24)"
1.04,"(26, 25)"
1.04,"(26, 26)"
1.04,"(26, 27)"
1.04,"(26, 28)"
1.04,"(26, 34)"
1.04,"(27, 24)"
1.04,"(27, 25)"
1.04,"(27, 26)"
1.04,"(27, 27)"
1.04,"(27, 28)"
1.04,"(27, 34)"
1.04,"(28, 24)"
1.04,"(28, 25)"
1.04,"(28, 26)"
1.04,"(28, 27)"
1.04,"(28, 28)"
1.04,"(28, 34)"
1.04,"(29, 24)"
1.04,"(29, 25)"
1.04,"(29, 26)"
1.04,"(29, 27)"
1.04,"(29, 28)"
1.04,"(29, 34)"
1.04,"(30, 24)"
1.04,"(30, 34)"
1.04,"(31, 24)"
1.04,"(31, 34)"
1.04,"(32, 24)"
1.04,"(32, 34)"
1.04,"(33, 24)"
1.04,"(33, 34)"
1.04,"(34, 24)"
1.04,"(34, 34)"
1.04,"(35, 24)"
1.04,"(35, 25)"
1.04,"(35, 26)"
1.04,"(35, 27)"
1.04,"(35, 28)"
1.04,"(35, 34)"
1.09,"(5, 35)"
1.09,"(6, 35)"
1.09,"(7, 35)"
1.09,"(8, 35)"
1.09,"(9, 35)"
1.09,"(10, 23)"
1.09,"(11, 23)"
1.09,"(12, 23)"
1.09,"(13, 23)"
1.09,"(14, 23)"
1.09,"(15, 35)"
1.09,"(16, 35)"
1.09,"(17, 35)"
1.09,"(18, 35)"
1.09,"(19, 35)"
1.09,"(20, 23)"
1.09,"(21, 23)"
1.09,"(22, 23)"
1.09,"(23, 23)"
1.09,"(24, 23)"
1.09,"(25, 35)"
1.09,"(26, 35)"
1.09,"(27, 35)"
1.09,"(28, 35)"
1.09,"(29, 35)"
1.09,"(30, 23)"
1.09,"(31, 23)"
1.09,"(32, 23)"
1.09,"(33, 23)"
1.09,"(34, 23)"
1.09,"(35, 23)"
1.09,"(35, 35)"
1.13,"(5, 36)"
1.13,"(6, 36)"
1.13,"(7, 36)"
1.13,"(8, 36)"
1.13,"(9, 36)"
1.13,"(10, 22)"
1.13,"(11, 22)"
1.13,"(12, 22)"
1.13,"(13, 22)"
1.13,"(14, 22)"
1.13,"(15, 36)"
1.13,"(16, 36)"
1.13,"(17, 36)"
1.13,"(18, 36)"
1.13,"(19, 36)"
1.13,"(20, 22)"
1.13,"(21, 22)"
1.13,"(22, 22)"
1.13,"(23, 22)"
1.13,"(24, 22)"
1.13,"(25, 36)"
1.13,"(26, 36)"
1.13,"(27, 36)"
1.13,"(28, 36)"
1.13,"(29, 36)"
1.13,"(30, 22)"
1.13,"(31, 22)"
1.13,"(32, 22)"
1.13,"(33, 22)"
1.13,"(34, 22)"
1.13,"(35, 22)"
1.13,"(35, 36)"
1.17,"(5, 37)"
1.17,"(6, 37)"
1.17,"(7, 37)"
1.17,"(8, 37)"
1.17,"(9, 37)"
1.17,"(10, 21)"
1.17,"(11, 21)"
1.17,"(12, 21)"
1.17,"(13, 21)"
1.17,"(14, 21)"
1.17,"(15, 37)"
1.17,"(16, 37)"
1.17,"(17, 37)"
1.17,"(18, 37)"
1.17,"(19, 37)"
1.17,"(20, 21)"
1.17,"(21, 21)"
1.17,"(22, 21)"
1.17,"(23, 21)"
1.17,"(24, 21)"
1.17,"(25, 37)"
1.17,"(26, 37)"
1.17,"(27, 37)"
1.17,"(28, 37)"
1.17,"(29, 37)"
1.17,"(30, 21)"
1.17,"(31, 21)"
1.17,"(32, 21)"
1.17,"(33, 21)"
1.17,"(34, 21)"
1.17,"(35, 21)"
1.17,"(35, 37)"
1.21,"(5, 38)"
1.21,"(6, 38)"
1.21,"(7, 38)"
1.21,"(8, 38)"
1.21,"(9, 38)"
1.21,"(10, 20)"
1.21,"(11, 20)"
1.21,"(12, 20)"
1.21,"(13, 20)"
1.21,"(14, 20)"
1.21,"(15, 38)"
1.21,"(16, 38)"
1.21,"(17, 38)"
1.21,"(18, 38)"
1.21,"(19, 38)"
1.21,"(20, 20)"
1.21,"(21, 20)"
1.21,"(22, 20)"
1.21,"(23, 20)"
1.21,"(24, 20)"
1.21,"(25, 38)"
1.21,"(26, 38)"
1.21,"(27, 38)"
1.21,"(28, 38)"
1.21,"(29, 38)"
1.21,"(30, 20)"
1.21,"(31, 20)"
1.21,"(32, 20)"
1.21,"(33, 20)"
1.21,"(34, 20)"
1.21,"(35, 20)"
1.21,"(35, 38)"
1.26,"(5, 19)"
1.26,"(5, 39)"
1.26,"(6, 19)"
1.26,"(6, 39)"
1.26,"(7, 19)"
1.26,"(7, 39)"
1.26,"(8, 19)"
1.26,"(8, 39)"
1.26,"(9, 19)"
1.26,"(9, 39)"
1.26,"(10, 19)"
1.26,"(10, 39)"
1.26,"(11, 19)"
1.26,"(11, 39)"
1.26,"(12, 19)"
1.26,"(12, 39)"
1.26,"(13, 19)"
1.26,"(13, 39)"
1.26,"(14, 19)"
1.26,"(14, 39)"
1.26,"(15, 19)"
1.26,"(15, 39)"
1.26,"(16, 19)"
1.26,"(16, 39)"
1.26,"(17, 19)"
1.26,"(17, 39)"
1.26,"(18, 19)"
1.26,"(18, 39)"
1.26,"(19, 19)"
1.26,"(19, 39)"
1.26,"(20, 19)"
1.26,"(20, 39)"
1.26,"(21, 19)"
1.26,"(21, 39)"
1.26,"(22, 19)"
1.26,"(22, 39)"
1.26,"(23, 19)"
1.26,"(23, 39)"
1.26,"(24, 19)"
1.26,"(24, 39)"
1.26,"(25, 19)"
1.26,"(25, 39)"
1.26,"(26, 19)"
1.26,"(26, 39)"
1.26,"(27, 19)"
1.26,"(27, 39)"
1.26,"(28, 19)"
1.26,"(28, 39)"
1.26,"(29, 19)"
1.26,"(29, 39)"
1.26,"(30, 19)"
1.26,"(30, 39)"
1.26,"(31, 19)"
1.26,"(31, 39)"
1.26,"(32, 19)"
1.26,"(32, 39)"
1.26,"(33, 19)"
