deviation_factor,midpoint
1.0,"(5, 4)"
1.0,"(5, 5)"
1.0,"(5, 6)"
1.0,"(5, 7)"
1.0,"(5, 8)"
1.0,"(5, 9)"
1.0,"(6, 4)"
1.0,"(6, 5)"
1.0,"(6, 6)"
1.0,"(6, 7)"
1.0,"(6, 8)"
1.0,"(6, 9)"
1.0,"(7, 4)"
1.0,"(7, 5)"
1.0,"(7, 6)"
1.0,"(7, 7)"
1.0,"(7, 8)"
1.0,"(7, 9)"
1.0,"(8, 4)"
1.0,"(8, 5)"
1.0,"(8, 6)"
1.0,"(8, 7)"
1.0,"(8, 8)"
1.0,"(8, 9)"
1.0,"(9, 4)"
1.0,"(9, 5)"
1.0,"(9, 6)"
1.0,"(9, 7)"
1.0,"(9, 8)"
1.0,"(9, 9)"
1.0,"(10, 4)"
1.0,"(10, 9)"
1.0,"(11, 4)"
1.0,"(11, 9)"
1.0,"(12, 4)"
1.0,"(12, 9)"
1.0,"(13, 4)"
1.0,"(13, 9)"
1.0,"(14, 4)"
1.0,"(14, 9)"
1.0,"(15, 4)"
1.0,"(15, 5)"
1.0,"(15, 6)"
1.0,"(15, 7)"
1.0,"(15, 8)"
1.0,"(15, 9)"
1.0,"(16, 4)"
1.0,"(16, 5)"
1.0,"(16, 6)"
1.0,"(16, 7)"
1.0,"(16, 8)"
1.0,"(16, 9)"
1.0,"(17, 4)"
1.0,"(17, 5)"
1.0,"(17, 6)"
1.0,"(17, 7)"
1.0,"(17, 8)"
1.0,"(17, 9)"
1.0,"(18, 4)"
1.0,"(18, 5)"
1.0,"(18, 6)"
1.0,"(18, 7)"
1.0,"(18, 8)"
1.0,"(18, 9)"
1.0,"(19, 4)"
1.0,"(19, 5)"
1.0,"(19, 6)"
1.0,"(19, 7)"
1.0,"(19, 8)"
1.0,"(19, 9)"
1.0,"(20, 4)"
1.0,"(20, 9)"
1.0,"(21, 4)"
1.0,"(21, 9)"
1.0,"(22, 4)"
1.0,"(22, 9)"
1.0,"(23, 4)"
1.0,"(23, 9)"
1.0,"(24, 4)"
1.0,"(24, 9)"
1.0,"(25, 4)"
1.0,"(25, 5)"
1.0,"(25, 6)"
1.0,"(25, 7)"
1.0,"(25, 8)"
1.0,"(25, 9)"
1.0,"(26, 4)"
1.0,"(26, 5)"
1.0,"(26, 6)"
1.0,"(26, 7)"
1.0,"(26, 8)"
1.0,"(26, 9)"
1.0,"(27, 4)"
1.0,"(27, 5)"
1.0,"(27, 6)"
1.0,"(27, 7)"
1.0,"(27, 8)"
1.0,"(27, 9)"
1.0,"(28, 4)"
1.0,"(28, 5)"
1.0,"(28, 6)"
1.0,"(28, 7)"
1.0,"(28, 8)"
1.0,"(28, 9)"
1.0,"(29, 4)"
1.0,"(29, 5)"
1.0,"(29, 6)"
1.0,"(29, 7)"
1.0,"(29, 8)"
1.0,"(29, 9)"
1.0,"(30, 4)"
1.0,"(30, 9)"
1.0,"(30, 10)"
1.0,"(31, 4)"
1.0,"(31, 9)"
1.0,"(31, 10)"
1.0,"(32, 4)"
1.0,"(32, 9)"
1.0,"(32, 10)"
1.0,"(33, 4)"
1.0,"(33, 9)"
1.0,"(33, 10)"
1.0,"(34, 4)"
1.0,"(34, 9)"
1.0,"(34, 10)"
1.0,"(35, 4)"
1.0,"(35, 5)"
1.0,"(35, 6)"
1.0,"(35, 7)"
1.0,"(35, 8)"
1.0,"(35, 9)"
1.0,"(35, 10)"
1.04,"(10, 3)"
1.04,"(10, 10)"
1.04,"(11, 3)"
1.04,"(11, 10)"
1.04,"(12, 3)"
1.04,"(12, 10)"
1.04,"(13, 3)"
1.04,"(13, 10)"
1.04,"(14, 3)"
1.04,"(14, 10)"
1.04,"(20, 3)"
1.04,"(20, 10)"
1.04,"(21, 3)"
1.04,"(21, 10)"
1.04,"(22, 3)"
1.04,"(22, 10)"
1.04,"(23, 3)"
1.04,"(23, 10)"
1.04,"(24, 3)"
1.04,"(24, 10)"
1.04,"(30, 3)"
1.04,"(30, 11)"
1.04,"(31, 3)"
1.04,"(31, 11)"
1.04,"(32, 3)"
1.04,"(32, 11)"
1.04,"(33, 3)"
1.04,"(33, 11)"
1.04,"(34, 3)"
1.04,"(34, 11)"
1.04,"(35, 3)"
1.04,"(35, 11)"
1.08,"(10, 2)"
1.08,"(10, 11)"
1.08,"(11, 2)"
1.08,"(11, 11)"
1.08,"(12, 2)"
1.08,"(12, 11)"
1.08,"(13, 2)"
1.08,"(13, 11)"
1.08,"(14, 2)"
1.08,"(14, 11)"
1.08,"(20, 2)"
1.08,"(20, 11)"
1.08,"(21, 2)"
1.08,"(21, 11)"
1.08,"(22, 2)"
1.08,"(22, 11)"
1.08,"(23, 2)"
1.08,"(23, 11)"
1.08,"(24, 2)"
1.08,"(24, 11)"
1.08,"(30, 2)"
1.08,"(30, 12)"
1.08,"(31, 2)"
1.08,"(31, 12)"
1.08,"(32, 2)"
1.08,"(32, 12)"
1.08,"(33, 2)"
1.08,"(33, 12)"
1.08,"(34, 2)"
1.08,"(34, 12)"
1.08,"(35, 2)"
1.08,"(35, 12)"
1.12,"(10, 1)"
1.12,"(10, 12)"
1.12,"(11, 1)"
1.12,"(11, 12)"
1.12,"(12, 1)"
1.12,"(12, 12)"
1.12,"(13, 1)"
1.12,"(13, 12)"
1.12,"(14, 1)"
1.12,"(14, 12)"
1.12,"(20, 1)"
1.12,"(20, 12)"
1.12,"(21, 1)"
1.12,"(21, 12)"
1.12,"(22, 1)"
1.12,"(22, 12)"
1.12,"(23, 1)"
1.12,"(23, 12)"
1.12,"(24, 1)"
1.12,"(24, 12)"
1.12,"(30, 1)"
1.12,"(30, 13)"
1.12,"(31, 1)"
1.12,"(31, 13)"
1.12,"(32, 1)"
1.12,"(32, 13)"
1.12,"(33, 1)"
1.12,"(33, 13)"
1.12,"(34, 1)"
1.12,"(34, 13)"
1.12,"(35, 1)"
1.12,"(35, 13)"
1.16,"(5, 14)"
1.16,"(6, 14)"
1.16,"(7, 14)"
1.16,"(8, 14)"
1.16,"(9, 14)"
1.16,"(10, 0)"
1.16,"(10, 13)"
1.16,"(10, 14)"
1.16,"(11, 0)"
1.16,"(11, 13)"
1.16,"(11, 14)"
1.16,"(12, 0)"
1.16,"(12, 13)"
1.16,"(12, 14)"
1.16,"(13, 0)"
1.16,"(13, 13)"
1.16,"(13, 14)"
1.16,"(14, 0)"
1.16,"(14, 13)"
1.16,"(14, 14)"
1.16,"(15, 14)"
1.16,"(16, 14)"
1.16,"(17, 14)"
1.16,"(18, 14)"
1.16,"(19, 14)"
1.16,"(20, 0)"
1.16,"(20, 13)"
1.16,"(20, 14)"
1.16,"(21, 0)"
1.16,"(21, 13)"
1.16,"(21, 14)"
1.16,"(22, 0)"
1.16,"(22, 13)"
1.16,"(22, 14)"
1.16,"(23, 0)"
1.16,"(23, 13)"
1.16,"(23, 14)"
1.16,"(24, 0)"
1.16,"(24, 13)"
1.16,"(24, 14)"
1.16,"(25, 14)"
1.16,"(26, 14)"
1.16,"(27, 14)"
1.16,"(28, 14)"
1.16,"(29, 14)"
1.16,"(30, 0)"
1.16,"(30, 14)"
1.16,"(31, 0)"
1.16,"(31, 14)"
1.16,"(32, 0)"
1.16,"(32, 14)"
1.16,"(33, 0)"
1.16,"(33, 14)"
1.16,"(34, 0)"
1.16,"(34, 14)"
1.16,"(35, 0)"
1.16,"(35, 14)"
1.2,"(5, 15)"
1.2,"(6, 15)"
1.2,"(7, 15)"
1.2,"(8, 15)"
1.2,"(9, 15)"
1.2,"(15, 15)"
1.2,"(16, 15)"
1.2,"(17, 15)"
1.2,"(18, 15)"
1.2,"(19, 15)"
1.2,"(25, 15)"
1.2,"(26, 15)"
1.2,"(27, 15)"
1.2,"(28, 15)"
1.2,"(29, 15)"
1.2,"(35, 15)"
1.24,"(5, 16)"
1.24,"(6, 16)"
1.24,"(7, 16)"
1.24,"(8, 16)"
1.24,"(9, 16)"
1.24,"(15, 16)"
1.24,"(16, 16)"
1.24,"(17, 16)"
1.24,"(18, 16)"
1.24,"(19, 16)"
1.24,"(25, 16)"
1.24,"(26, 16)"
1.24,"(27, 16)"
1.24,"(28, 16)"
1.24,"(29, 16)"
1.24,"(35, 16)"
1.29,"(5, 17)"
1.29,"(6, 17)"
1.29,"(7, 17)"
1.29,"(8, 17)"
1.29,"(9, 17)"
1.29,"(15, 17)"
1.29,"(16, 17)"
1.29,"(17, 17)"
1.29,"(18, 17)"
1.29,"(19, 17)"
1.29,"(25, 17)"
1.29,"(26, 17)"
1.29,"(27, 17)"
1.29,"(28, 17)"
1.29,"(29, 17)"
1.29,"(35, 17)"
1.33,"(5, 18)"
1.33,"(6, 18)"
1.33,"(7, 18)"
1.33,"(8, 18)"
1.33,"(9, 18)"
1.33,"(15, 18)"
1.33,"(16, 18)"
1.33,"(17, 18)"
1.33,"(18, 18)"
1.33,"(19, 18)"
1.33,"(25, 18)"
1.33,"(26, 18)"
1.33,"(27, 18)"
1.33,"(28, 18)"
1.33,"(29, 18)"
1.33,"(35, 18)"
1.37,"(5, 19)"
1.37,"(6, 19)"
1.37,"(7, 19)"
1.37,"(8, 19)"
1.37,"(9, 19)"
1.37,"(10, 19)"
1.37,"(11, 19)"
1.37,"(12, 19)"
1.37,"(13, 19)"
1.37,"(14, 19)"
1.37,"(15, 19)"
1.37,"(16, 19)"
1.37,"(17, 19)"
1.37,"(18, 19)"
1.37,"(19, 19)"
1.37,"(20, 19)"
1.37,"(21, 19)"
1.37,"(22, 19)"
1.37,"(23, 19)"
1.37,"(24, 19)"
1.37,"(25, 19)"
1.37,"(26, 19)"
1.37,"(27, 19)"
1.37,"(28, 19)"
1.37,"(29, 19)"
1.37,"(30, 19)"
1.37,"(31, 19)"
1.37,"(32, 19)"
1.37,"(33, 19)"
1.37,"(34, 19)"
1.37,"(35, 19)"
1.41,"(10, 20)"
1.41,"(11, 20)"
1.41,"(12, 20)"
1.41,"(13, 20)"
1.41,"(14, 20)"
1.41,"(20, 20)"
1.41,"(21, 20)"
1.41,"(22, 20)"
1.41,"(23, 20)"
1.41,"(24, 20)"
1.41,"(30, 20)"
1.41,"(31, 20)"
1.41,"(32, 20)"
1.41,"(33, 20)"
1.41,"(34, 20)"
1.41,"(35, 20)"
1.45,"(10, 21)"
1.45,"(11, 21)"
1.45,"(12, 21)"
1.45,"(13, 21)"
1.45,"(14, 21)"
1.45,"(20, 21)"
1.45,"(21, 21)"
1.45,"(22, 21)"
1.45,"(23, 21)"
1.45,"(24, 21)"
1.45,"(30, 21)"
1.45,"(31, 21)"
1.45,"(32, 21)"
1.45,"(33, 21)"
1.45,"(34, 21)"
1.45,"(35, 21)"
1.49,"(10, 22)"
1.49,"(11, 22)"
1.49,"(12, 22)"
1.49,"(13, 22)"
1.49,"(14, 22)"
1.49,"(20, 22)"
1.49,"(21, 22)"
1.49,"(22, 22)"
1.49,"(23, 22)"
1.49,"(24, 22)"
1.49,"(30, 22)"
1.49,"(31, 22)"
1.49,"(32, 22)"
1.49,"(33, 22)"
1.49,"(34, 22)"
1.49,"(35, 22)"
1.53,"(10, 23)"
1.53,"(11, 23)"
1.53,"(12, 23)"
1.53,"(13, 23)"
1.53,"(14, 23)"
1.53,"(20, 23)"
1.53,"(21, 23)"
1.53,"(22, 23)"
1.53,"(23, 23)"
1.53,"(24, 23)"
1.53,"(30, 23)"
1.53,"(31, 23)"
1.53,"(32, 23)"
1.53,"(33, 23)"
1.53,"(34, 23)"
1.53,"(35, 23)"
1.57,"(5, 24)"
1.57,"(6, 24)"
1.57,"(7, 24)"
1.57,"(8, 24)"
1.57,"(9, 24)"
1.57,"(10, 24)"
