deviation_factor,midpoint
1.0,"(5, 24)"
1.0,"(6, 24)"
1.0,"(7, 24)"
1.0,"(8, 24)"
1.0,"(9, 24)"
1.0,"(10, 24)"
1.0,"(11, 24)"
1.0,"(12, 24)"
1.0,"(13, 24)"
1.0,"(14, 24)"
1.0,"(15, 24)"
1.0,"(16, 24)"
1.0,"(17, 24)"
1.0,"(18, 24)"
1.0,"(19, 24)"
1.0,"(20, 24)"
1.0,"(21, 24)"
1.0,"(22, 24)"
1.0,"(23, 24)"
1.0,"(24, 24)"
1.0,"(25, 24)"
1.0,"(26, 24)"
1.0,"(27, 24)"
1.0,"(28, 24)"
1.0,"(29, 24)"
1.0,"(30, 24)"
1.0,"(31, 24)"
1.0,"(32, 24)"
1.0,"(33, 24)"
1.0,"(34, 24)"
1.0,"(35, 24)"
1.0,"(35, 25)"
1.0,"(35, 26)"
1.05,"(5, 25)"
1.05,"(6, 25)"
1.05,"(7, 25)"
1.05,"(8, 25)"
1.05,"(9, 25)"
1.05,"(10, 23)"
1.05,"(11, 23)"
1.05,"(12, 23)"
1.05,"(13, 23)"
1.05,"(14, 23)"
1.05,"(15, 25)"
1.05,"(16, 25)"
1.05,"(17, 25)"
1.05,"(18, 25)"
1.05,"(19, 25)"
1.05,"(20, 23)"
1.05,"(21, 23)"
1.05,"(22, 23)"
1.05,"(23, 23)"
1.05,"(24, 23)"
1.05,"(25, 25)"
1.05,"(26, 25)"
1.05,"(27, 25)"
1.05,"(28, 25)"
1.05,"(29, 25)"
1.05,"(30, 23)"
1.05,"(31, 23)"
1.05,"(32, 23)"
1.05,"(33, 23)"
1.05,"(34, 23)"
1.05,"(35, 23)"
1.05,"(35, 27)"
1.09,"(5, 26)"
1.09,"(6, 26)"
1.09,"(7, 26)"
1.09,"(8, 26)"
1.09,"(9, 26)"
1.09,"(10, 22)"
1.09,"(11, 22)"
1.09,"(12, 22)"
1.09,"(13, 22)"
1.09,"(14, 22)"
1.09,"(15, 26)"
1.09,"(16, 26)"
1.09,"(17, 26)"
1.09,"(18, 26)"
1.09,"(19, 26)"
1.09,"(20, 22)"
1.09,"(21, 22)"
1.09,"(22, 22)"
1.09,"(23, 22)"
1.09,"(24, 22)"
1.09,"(25, 26)"
1.09,"(26, 26)"
1.09,"(27, 26)"
1.09,"(28, 26)"
1.09,"(29, 26)"
1.09,"(30, 22)"
1.09,"(31, 22)"
1.09,"(32, 22)"
1.09,"(33, 22)"
1.09,"(34, 22)"
1.09,"(35, 22)"
1.09,"(35, 28)"
1.14,"(5, 19)"
1.14,"(5, 27)"
1.14,"(5, 28)"
1.14,"(5, 29)"
1.14,"(6, 19)"
1.14,"(6, 27)"
1.14,"(6, 28)"
1.14,"(6, 29)"
1.14,"(7, 19)"
1.14,"(7, 27)"
1.14,"(7, 28)"
1.14,"(7, 29)"
1.14,"(8, 19)"
1.14,"(8, 27)"
1.14,"(8, 28)"
1.14,"(8, 29)"
1.14,"(9, 19)"
1.14,"(9, 27)"
1.14,"(9, 28)"
1.14,"(9, 29)"
1.14,"(10, 19)"
1.14,"(10, 20)"
1.14,"(10, 21)"
1.14,"(10, 29)"
1.14,"(11, 19)"
1.14,"(11, 20)"
1.14,"(11, 21)"
1.14,"(11, 29)"
1.14,"(12, 19)"
1.14,"(12, 20)"
1.14,"(12, 21)"
1.14,"(12, 29)"
1.14,"(13, 19)"
1.14,"(13, 20)"
1.14,"(13, 21)"
1.14,"(13, 29)"
1.14,"(14, 19)"
1.14,"(14, 20)"
1.14,"(14, 21)"
1.14,"(14, 29)"
1.14,"(15, 19)"
1.14,"(15, 27)"
1.14,"(15, 28)"
1.14,"(15, 29)"
1.14,"(16, 19)"
1.14,"(16, 27)"
1.14,"(16, 28)"
1.14,"(16, 29)"
1.14,"(17, 19)"
1.14,"(17, 27)"
1.14,"(17, 28)"
1.14,"(17, 29)"
1.14,"(18, 19)"
1.14,"(18, 27)"
1.14,"(18, 28)"
1.14,"(18, 29)"
1.14,"(19, 19)"
1.14,"(19, 27)"
1.14,"(19, 28)"
1.14,"(19, 29)"
1.14,"(20, 19)"
1.14,"(20, 20)"
1.14,"(20, 21)"
1.14,"(20, 29)"
1.14,"(21, 19)"
1.14,"(21, 20)"
1.14,"(21, 21)"
1.14,"(21, 29)"
1.14,"(22, 19)"
1.14,"(22, 20)"
1.14,"(22, 21)"
1.14,"(22, 29)"
1.14,"(23, 19)"
1.14,"(23, 20)"
1.14,"(23, 21)"
1.14,"(23, 29)"
1.14,"(24, 19)"
1.14,"(24, 20)"
1.14,"(24, 21)"
1.14,"(24, 29)"
1.14,"(25, 19)"
1.14,"(25, 27)"
1.14,"(25, 28)"
1.14,"(25, 29)"
1.14,"(26, 19)"
1.14,"(26, 27)"
1.14,"(26, 28)"
1.14,"(26, 29)"
1.14,"(27, 19)"
1.14,"(27, 27)"
1.14,"(27, 28)"
1.14,"(27, 29)"
1.14,"(28, 19)"
1.14,"(28, 27)"
1.14,"(28, 28)"
1.14,"(28, 29)"
1.14,"(29, 19)"
1.14,"(29, 27)"
1.14,"(29, 28)"
1.14,"(29, 29)"
1.14,"(30, 19)"
1.14,"(30, 20)"
1.14,"(30, 21)"
1.14,"(30, 29)"
1.14,"(31, 19)"
1.14,"(31, 20)"
1.14,"(31, 21)"
1.14,"(31, 29)"
1.14,"(32, 19)"
1.14,"(32, 20)"
1.14,"(32, 21)"
1.14,"(32, 29)"
1.14,"(33, 19)"
1.14,"(33, 20)"
1.14,"(33, 21)"
1.14,"(33, 29)"
1.14,"(34, 19)"
1.14,"(34, 20)"
1.14,"(34, 21)"
1.14,"(34, 29)"
1.14,"(35, 19)"
1.14,"(35, 20)"
1.14,"(35, 21)"
1.14,"(35, 29)"
1.19,"(5, 18)"
1.19,"(6, 18)"
1.19,"(7, 18)"
1.19,"(8, 18)"
1.19,"(9, 18)"
1.19,"(10, 30)"
1.19,"(11, 30)"
1.19,"(12, 30)"
1.19,"(13, 30)"
1.19,"(14, 30)"
1.19,"(15, 18)"
1.19,"(16, 18)"
1.19,"(17, 18)"
1.19,"(18, 18)"
1.19,"(19, 18)"
1.19,"(20, 30)"
1.19,"(21, 30)"
1.19,"(22, 30)"
1.19,"(23, 30)"
1.19,"(24, 30)"
1.19,"(25, 18)"
1.19,"(26, 18)"
1.19,"(27, 18)"
1.19,"(28, 18)"
1.19,"(29, 18)"
1.19,"(30, 30)"
1.19,"(31, 30)"
1.19,"(32, 30)"
1.19,"(33, 30)"
1.19,"(34, 30)"
1.19,"(35, 18)"
1.19,"(35, 30)"
1.23,"(5, 17)"
1.23,"(6, 17)"
1.23,"(7, 17)"
1.23,"(8, 17)"
1.23,"(9, 17)"
1.23,"(10, 31)"
1.23,"(11, 31)"
1.23,"(12, 31)"
1.23,"(13, 31)"
1.23,"(14, 31)"
1.23,"(15, 17)"
1.23,"(16, 17)"
1.23,"(17, 17)"
1.23,"(18, 17)"
1.23,"(19, 17)"
1.23,"(20, 31)"
1.23,"(21, 31)"
1.23,"(22, 31)"
1.23,"(23, 31)"
1.23,"(24, 31)"
1.23,"(25, 17)"
1.23,"(26, 17)"
1.23,"(27, 17)"
1.23,"(28, 17)"
1.23,"(29, 17)"
1.23,"(30, 31)"
1.23,"(31, 31)"
1.23,"(32, 31)"
1.23,"(33, 31)"
1.23,"(34, 31)"
1.23,"(35, 17)"
1.23,"(35, 31)"
1.28,"(5, 16)"
1.28,"(6, 16)"
1.28,"(7, 16)"
1.28,"(8, 16)"
1.28,"(9, 16)"
1.28,"(10, 32)"
1.28,"(11, 32)"
1.28,"(12, 32)"
1.28,"(13, 32)"
1.28,"(14, 32)"
1.28,"(15, 16)"
1.28,"(16, 16)"
1.28,"(17, 16)"
1.28,"(18, 16)"
1.28,"(19, 16)"
1.28,"(20, 32)"
1.28,"(21, 32)"
1.28,"(22, 32)"
1.28,"(23, 32)"
1.28,"(24, 32)"
1.28,"(25, 16)"
1.28,"(26, 16)"
1.28,"(27, 16)"
1.28,"(28, 16)"
1.28,"(29, 16)"
1.28,"(30, 32)"
1.28,"(31, 32)"
1.28,"(32, 32)"
1.28,"(33, 32)"
1.28,"(34, 32)"
1.28,"(35, 16)"
1.28,"(35, 32)"
1.33,"(5, 15)"
1.33,"(6, 15)"
1.33,"(7, 15)"
1.33,"(8, 15)"
1.33,"(9, 15)"
1.33,"(10, 33)"
1.33,"(11, 33)"
1.33,"(12, 33)"
1.33,"(13, 33)"
1.33,"(14, 33)"
1.33,"(15, 15)"
1.33,"(16, 15)"
1.33,"(17, 15)"
1.33,"(18, 15)"
1.33,"(19, 15)"
1.33,"(20, 33)"
1.33,"(21, 33)"
1.33,"(22, 33)"
1.33,"(23, 33)"
1.33,"(24, 33)"
1.33,"(25, 15)"
1.33,"(26, 15)"
1.33,"(27, 15)"
1.33,"(28, 15)"
1.33,"(29, 15)"
1.33,"(30, 33)"
1.33,"(31, 33)"
1.33,"(32, 33)"
1.33,"(33, 33)"
1.33,"(34, 33)"
1.33,"(35, 15)"
1.33,"(35, 33)"
1.37,"(5, 14)"
1.37,"(5, 34)"
1.37,"(6, 14)"
1.37,"(6, 34)"
1.37,"(7, 14)"
1.37,"(7, 34)"
1.37,"(8, 14)"
1.37,"(8, 34)"
1.37,"(9, 14)"
1.37,"(9, 34)"
1.37,"(10, 14)"
1.37,"(10, 34)"
1.37,"(11, 14)"
1.37,"(11, 34)"
1.37,"(12, 14)"
1.37,"(12, 34)"
1.37,"(13, 14)"
1.37,"(13, 34)"
1.37,"(14, 14)"
1.37,"(14, 34)"
1.37,"(15, 14)"
1.37,"(15, 34)"
1.37,"(16, 14)"
1.37,"(16, 34)"
1.37,"(17, 14)"
1.37,"(17, 34)"
1.37,"(18, 14)"
1.37,"(18, 34)"
1.37,"(19, 14)"
1.37,"(19, 34)"
1.37,"(20, 14)"
1.37,"(20, 34)"
1.37,"(21, 14)"
1.37,"(21, 34)"
1.37,"(22, 14)"
1.37,"(22, 34)"
1.37,"(23, 14)"
1.37,"(23, 34)"
1.37,"(24, 14)"
1.37,"(24, 34)"
1.37,"(25, 14)"
1.37,"(25, 34)"
1.37,"(26, 14)"
1.37,"(26, 34)"
1.37,"(27, 14)"
1.37,"(27, 34)"
1.37,"(28, 14)"
1.37,"(28, 34)"
1.37,"(29, 14)"
