deviation_factor,midpoint
1.0,"(5, 4)"
1.0,"(5, 5)"
1.0,"(5, 6)"
1.0,"(6, 4)"
1.0,"(6, 5)"
1.0,"(6, 6)"
1.0,"(7, 4)"
1.0,"(7, 5)"
1.0,"(7, 6)"
1.0,"(8, 4)"
1.0,"(8, 5)"
1.0,"(8, 6)"
1.0,"(9, 4)"
1.0,"(9, 5)"
1.0,"(9, 6)"
1.0,"(10, 4)"
1.0,"(11, 4)"
1.0,"(12, 4)"
1.0,"(13, 4)"
1.0,"(14, 4)"
1.0,"(15, 4)"
1.0,"(16, 4)"
1.0,"(17, 4)"
1.0,"(18, 4)"
1.0,"(19, 4)"
1.0,"(20, 4)"
1.0,"(21, 4)"
1.0,"(22, 4)"
1.0,"(23, 4)"
1.0,"(24, 4)"
1.0,"(25, 4)"
1.0,"(26, 4)"
1.0,"(27, 4)"
1.0,"(28, 4)"
1.0,"(29, 4)"
1.0,"(30, 4)"
1.0,"(31, 4)"
1.0,"(32, 4)"
1.0,"(33, 4)"
1.0,"(34, 4)"
1.0,"(35, 4)"
1.05,"(5, 7)"
1.05,"(6, 7)"
1.05,"(7, 7)"
1.05,"(8, 7)"
1.05,"(9, 7)"
1.05,"(10, 3)"
1.05,"(11, 3)"
1.05,"(12, 3)"
1.05,"(13, 3)"
1.05,"(14, 3)"
1.05,"(15, 5)"
1.05,"(16, 5)"
1.05,"(17, 5)"
1.05,"(18, 5)"
1.05,"(19, 5)"
1.05,"(20, 3)"
1.05,"(21, 3)"
1.05,"(22, 3)"
1.05,"(23, 3)"
1.05,"(24, 3)"
1.05,"(25, 5)"
1.05,"(26, 5)"
1.05,"(27, 5)"
1.05,"(28, 5)"
1.05,"(29, 5)"
1.05,"(30, 3)"
1.05,"(31, 3)"
1.05,"(32, 3)"
1.05,"(33, 3)"
1.05,"(34, 3)"
1.05,"(35, 3)"
1.05,"(35, 5)"
1.1,"(5, 8)"
1.1,"(6, 8)"
1.1,"(7, 8)"
1.1,"(8, 8)"
1.1,"(9, 8)"
1.1,"(10, 2)"
1.1,"(11, 2)"
1.1,"(12, 2)"
1.1,"(13, 2)"
1.1,"(14, 2)"
1.1,"(15, 6)"
1.1,"(16, 6)"
1.1,"(17, 6)"
1.1,"(18, 6)"
1.1,"(19, 6)"
1.1,"(20, 2)"
1.1,"(21, 2)"
1.1,"(22, 2)"
1.1,"(23, 2)"
1.1,"(24, 2)"
1.1,"(25, 6)"
1.1,"(26, 6)"
1.1,"(27, 6)"
1.1,"(28, 6)"
1.1,"(29, 6)"
1.1,"(30, 2)"
1.1,"(31, 2)"
1.1,"(32, 2)"
1.1,"(33, 2)"
1.1,"(34, 2)"
1.1,"(35, 2)"
1.1,"(35, 6)"
1.15,"(5, 9)"
1.15,"(6, 9)"
1.15,"(7, 9)"
1.15,"(8, 9)"
1.15,"(9, 9)"
1.15,"(10, 1)"
1.15,"(10, 9)"
1.15,"(11, 1)"
1.15,"(11, 9)"
1.15,"(12, 1)"
1.15,"(12, 9)"
1.15,"(13, 1)"
1.15,"(13, 9)"
1.15,"(14, 1)"
1.15,"(14, 9)"
1.15,"(15, 7)"
1.15,"(15, 8)"
1.15,"(15, 9)"
1.15,"(16, 7)"
1.15,"(16, 8)"
1.15,"(16, 9)"
1.15,"(17, 7)"
1.15,"(17, 8)"
1.15,"(17, 9)"
1.15,"(18, 7)"
1.15,"(18, 8)"
1.15,"(18, 9)"
1.15,"(19, 7)"
1.15,"(19, 8)"
1.15,"(19, 9)"
1.15,"(20, 1)"
1.15,"(20, 9)"
1.15,"(21, 1)"
1.15,"(21, 9)"
1.15,"(22, 1)"
1.15,"(22, 9)"
1.15,"(23, 1)"
1.15,"(23, 9)"
1.15,"(24, 1)"
1.15,"(24, 9)"
1.15,"(25, 7)"
1.15,"(25, 8)"
1.15,"(25, 9)"
1.15,"(26, 7)"
1.15,"(26, 8)"
1.15,"(26, 9)"
1.15,"(27, 7)"
1.15,"(27, 8)"
1.15,"(27, 9)"
1.15,"(28, 7)"
1.15,"(28, 8)"
1.15,"(28, 9)"
1.15,"(29, 7)"
1.15,"(29, 8)"
1.15,"(29, 9)"
1.15,"(30, 1)"
1.15,"(30, 9)"
1.15,"(31, 1)"
1.15,"(31, 9)"
1.15,"(32, 1)"
1.15,"(32, 9)"
1.15,"(33, 1)"
1.15,"(33, 9)"
1.15,"(34, 1)"
1.15,"(34, 9)"
1.15,"(35, 1)"
1.15,"(35, 7)"
1.15,"(35, 8)"
1.15,"(35, 9)"
1.2,"(10, 0)"
1.2,"(10, 10)"
1.2,"(11, 0)"
1.2,"(11, 10)"
1.2,"(12, 0)"
1.2,"(12, 10)"
1.2,"(13, 0)"
1.2,"(13, 10)"
1.2,"(14, 0)"
1.2,"(14, 10)"
1.2,"(20, 0)"
1.2,"(20, 10)"
1.2,"(21, 0)"
1.2,"(21, 10)"
1.2,"(22, 0)"
1.2,"(22, 10)"
1.2,"(23, 0)"
1.2,"(23, 10)"
1.2,"(24, 0)"
1.2,"(24, 10)"
1.2,"(30, 0)"
1.2,"(30, 10)"
1.2,"(31, 0)"
1.2,"(31, 10)"
1.2,"(32, 0)"
1.2,"(32, 10)"
1.2,"(33, 0)"
1.2,"(33, 10)"
1.2,"(34, 0)"
1.2,"(34, 10)"
1.2,"(35, 0)"
1.2,"(35, 10)"
1.24,"(10, 11)"
1.24,"(11, 11)"
1.24,"(12, 11)"
1.24,"(13, 11)"
1.24,"(14, 11)"
1.24,"(20, 11)"
1.24,"(21, 11)"
1.24,"(22, 11)"
1.24,"(23, 11)"
1.24,"(24, 11)"
1.24,"(30, 11)"
1.24,"(31, 11)"
1.24,"(32, 11)"
1.24,"(33, 11)"
1.24,"(34, 11)"
1.24,"(35, 11)"
1.29,"(10, 12)"
1.29,"(11, 12)"
1.29,"(12, 12)"
1.29,"(13, 12)"
1.29,"(14, 12)"
1.29,"(20, 12)"
1.29,"(21, 12)"
1.29,"(22, 12)"
1.29,"(23, 12)"
1.29,"(24, 12)"
1.29,"(30, 12)"
1.29,"(31, 12)"
1.29,"(32, 12)"
1.29,"(33, 12)"
1.29,"(34, 12)"
1.29,"(35, 12)"
1.34,"(10, 13)"
1.34,"(11, 13)"
1.34,"(12, 13)"
1.34,"(13, 13)"
1.34,"(14, 13)"
1.34,"(20, 13)"
1.34,"(21, 13)"
1.34,"(22, 13)"
1.34,"(23, 13)"
1.34,"(24, 13)"
1.34,"(30, 13)"
1.34,"(31, 13)"
1.34,"(32, 13)"
1.34,"(33, 13)"
1.34,"(34, 13)"
1.34,"(35, 13)"
1.39,"(5, 14)"
1.39,"(6, 14)"
1.39,"(7, 14)"
1.39,"(8, 14)"
1.39,"(9, 14)"
1.39,"(10, 14)"
1.39,"(11, 14)"
1.39,"(12, 14)"
1.39,"(13, 14)"
1.39,"(14, 14)"
1.39,"(15, 14)"
1.39,"(16, 14)"
1.39,"(17, 14)"
1.39,"(18, 14)"
1.39,"(19, 14)"
1.39,"(20, 14)"
1.39,"(21, 14)"
1.39,"(22, 14)"
1.39,"(23, 14)"
1.39,"(24, 14)"
1.39,"(25, 14)"
1.39,"(26, 14)"
1.39,"(27, 14)"
1.39,"(28, 14)"
1.39,"(29, 14)"
1.39,"(30, 14)"
1.39,"(31, 14)"
1.39,"(32, 14)"
1.39,"(33, 14)"
1.39,"(34, 14)"
1.39,"(35, 14)"
1.44,"(5, 15)"
1.44,"(6, 15)"
1.44,"(7, 15)"
1.44,"(8, 15)"
1.44,"(9, 15)"
1.44,"(15, 15)"
1.44,"(16, 15)"
1.44,"(17, 15)"
1.44,"(18, 15)"
1.44,"(19, 15)"
1.44,"(25, 15)"
1.44,"(26, 15)"
1.44,"(27, 15)"
1.44,"(28, 15)"
1.44,"(29, 15)"
1.44,"(35, 15)"
1.49,"(5, 16)"
1.49,"(6, 16)"
1.49,"(7, 16)"
1.49,"(8, 16)"
1.49,"(9, 16)"
1.49,"(15, 16)"
1.49,"(16, 16)"
1.49,"(17, 16)"
1.49,"(18, 16)"
1.49,"(19, 16)"
1.49,"(25, 16)"
1.49,"(26, 16)"
1.49,"(27, 16)"
1.49,"(28, 16)"
1.49,"(29, 16)"
1.49,"(35, 16)"
1.54,"(5, 17)"
1.54,"(6, 17)"
1.54,"(7, 17)"
1.54,"(8, 17)"
1.54,"(9, 17)"
1.54,"(15, 17)"
1.54,"(16, 17)"
1.54,"(17, 17)"
1.54,"(18, 17)"
1.54,"(19, 17)"
1.54,"(25, 17)"
1.54,"(26, 17)"
1.54,"(27, 17)"
1.54,"(28, 17)"
1.54,"(29, 17)"
1.54,"(35, 17)"
1.59,"(5, 18)"
1.59,"(6, 18)"
1.59,"(7, 18)"
1.59,"(8, 18)"
1.59,"(9, 18)"
1.59,"(15, 18)"
1.59,"(16, 18)"
1.59,"(17, 18)"
1.59,"(18, 18)"
1.59,"(19, 18)"
1.59,"(25, 18)"
1.59,"(26, 18)"
1.59,"(27, 18)"
1.59,"(28, 18)"
1.59,"(29, 18)"
1.59,"(35, 18)"
1.63,"(5, 19)"
1.63,"(6, 19)"
1.63,"(7, 19)"
1.63,"(8, 19)"
1.63,"(9, 19)"
1.63,"(10, 19)"
1.63,"(11, 19)"
1.63,"(12, 19)"
1.63,"(13, 19)"
1.63,"(14, 19)"
1.63,"(15, 19)"
1.63,"(16, 19)"
1.63,"(17, 19)"
1.63,"(18, 19)"
1.63,"(19, 19)"
1.63,"(20, 19)"
1.63,"(21, 19)"
1.63,"(22, 19)"
1.63,"(23, 19)"
1.63,"(24, 19)"
1.63,"(25, 19)"
1.63,"(26, 19)"
1.63,"(27, 19)"
1.63,"(28, 19)"
1.63,"(29, 19)"
1.63,"(30, 19)"
1.63,"(31, 19)"
1.63,"(32, 19)"
1.63,"(33, 19)"
1.63,"(34, 19)"
1.63,"(35, 19)"
1.68,"(10, 20)"
1.68,"(11, 20)"
1.68,"(12, 20)"
1.68,"(13, 20)"
1.68,"(14, 20)"
1.68,"(20, 20)"
1.68,"(21, 20)"
1.68,"(22, 20)"
1.68,"(23, 20)"
1.68,"(24, 20)"
1.68,"(30, 20)"
1.68,"(31, 20)"
1.68,"(32, 20)"
1.68,"(33, 20)"
1.68,"(34, 20)"
1.68,"(35, 20)"
1.73,"(10, 21)"
1.73,"(11, 21)"
1.73,"(12, 21)"
1.73,"(13, 21)"
1.73,"(14, 21)"
1.73,"(20, 21)"
1.73,"(21, 21)"
1.73,"(22, 21)"
1.73,"(23, 21)"
1.73,"(24, 21)"
1.73,"(30, 21)"
1.73,"(31, 21)"
1.73,"(32, 21)"
1.73,"(33, 21)"
1.73,"(34, 21)"
1.73,"(35, 21)"
1.78,"(10, 22)"
1.78,"(11, 22)"
1.78,"(12, 22)"
1.78,"(13, 22)"
1.78,"(14, 22)"
1.78,"(20, 22)"
1.78,"(21, 22)"
1.78,"(22, 22)"
1.78,"(23, 22)"
1.78,"(24, 22)"
1.78,"(30, 22)"
1.78,"(31, 22)"
1.78,"(32, 22)"
1.78,"(33, 22)"
1.78,"(34, 22)"
1.78,"(35, 22)"
1.83,"(10, 23)"
1.83,"(11, 23)"
1.83,"(12, 23)"
1.83,"(13, 23)"
1.83,"(14, 23)"
1.83,"(20, 23)"
1.83,"(21, 23)"
1.83,"(22, 23)"
1.83,"(23, 23)"
1.83,"(24, 23)"
1.83,"(30, 23)"
1.83,"(31, 23)"
1.83,"(32, 23)"
1.83,"(33, 23)"
1.83,"(34, 23)"
1.83,"(35, 23)"
1.88,"(5, 24)"
1.88,"(6, 24)"
1.88,"(7, 24)"
1.88,"(8, 24)"
1.88,"(9, 24)"
1.88,"(10, 24)"
