deviation_factor,midpoint
1.0,"(41, 20)"
1.0,"(41, 21)"
1.0,"(41, 22)"
1.0,"(41, 23)"
1.0,"(41, 24)"
1.0,"(42, 20)"
1.0,"(42, 21)"
1.0,"(42, 22)"
1.0,"(42, 23)"
1.0,"(42, 24)"
1.0,"(43, 20)"
1.0,"(43, 21)"
1.0,"(43, 22)"
1.0,"(43, 23)"
1.0,"(43, 24)"
1.0,"(44, 20)"
1.0,"(44, 21)"
1.0,"(44, 22)"
1.0,"(44, 23)"
1.0,"(44, 24)"
1.0,"(45, 20)"
1.0,"(45, 21)"
1.0,"(45, 22)"
1.0,"(45, 23)"
1.0,"(45, 24)"
1.0,"(46, 20)"
1.0,"(46, 21)"
1.0,"(46, 22)"
1.0,"(46, 23)"
1.0,"(46, 24)"
1.0,"(47, 20)"
1.0,"(47, 21)"
1.0,"(47, 22)"
1.0,"(47, 23)"
1.0,"(47, 24)"
1.0,"(48, 20)"
1.0,"(48, 21)"
1.0,"(48, 22)"
1.0,"(48, 23)"
1.0,"(48, 24)"
1.0,"(49, 20)"
1.0,"(49, 21)"
1.0,"(49, 22)"
1.0,"(49, 23)"
1.0,"(49, 24)"
1.0,"(50, 20)"
1.0,"(50, 21)"
1.0,"(50, 22)"
1.0,"(50, 23)"
1.0,"(50, 24)"
1.0,"(51, 20)"
1.0,"(51, 21)"
1.0,"(51, 22)"
1.0,"(51, 23)"
1.0,"(51, 24)"
1.0,"(52, 20)"
1.0,"(52, 21)"
1.0,"(52, 22)"
1.0,"(52, 23)"
1.0,"(52, 24)"
1.0,"(53, 20)"
1.0,"(53, 21)"
1.0,"(53, 22)"
1.0,"(53, 23)"
1.0,"(53, 24)"
1.0,"(54, 20)"
1.0,"(54, 21)"
1.0,"(54, 22)"
1.0,"(54, 23)"
1.0,"(54, 24)"
1.0,"(55, 20)"
1.0,"(55, 21)"
1.0,"(55, 22)"
1.0,"(55, 23)"
1.0,"(55, 24)"
1.0,"(56, 20)"
1.0,"(56, 21)"
1.0,"(56, 22)"
1.0,"(56, 23)"
1.0,"(56, 24)"
1.0,"(57, 20)"
1.0,"(57, 21)"
1.0,"(57, 22)"
1.0,"(57, 23)"
1.0,"(57, 24)"
1.0,"(58, 20)"
1.0,"(58, 21)"
1.0,"(58, 22)"
1.0,"(58, 23)"
1.0,"(58, 24)"
1.0,"(59, 20)"
1.0,"(59, 21)"
1.0,"(59, 22)"
1.0,"(59, 23)"
1.0,"(59, 24)"
1.0,"(60, 20)"
1.0,"(60, 21)"
1.0,"(60, 22)"
1.0,"(60, 23)"
1.0,"(60, 24)"
1.0,"(61, 20)"
1.0,"(61, 21)"
1.0,"(61, 22)"
1.0,"(61, 23)"
1.0,"(61, 24)"
1.0,"(62, 20)"
1.0,"(62, 21)"
1.0,"(62, 22)"
1.0,"(62, 23)"
1.0,"(62, 24)"
1.0,"(63, 20)"
1.0,"(63, 21)"
1.0,"(63, 22)"
1.0,"(63, 23)"
1.0,"(63, 24)"
1.0,"(64, 20)"
1.0,"(64, 21)"
1.0,"(64, 22)"
1.0,"(64, 23)"
1.0,"(64, 24)"
1.0,"(65, 20)"
1.0,"(65, 21)"
1.0,"(65, 22)"
1.0,"(65, 23)"
1.0,"(65, 24)"
1.0,"(66, 20)"
1.0,"(66, 21)"
1.0,"(66, 22)"
1.0,"(66, 23)"
1.0,"(66, 24)"
1.0,"(67, 20)"
1.0,"(67, 21)"
1.0,"(67, 22)"
1.0,"(67, 23)"
1.0,"(67, 24)"
1.0,"(68, 20)"
1.0,"(68, 21)"
1.0,"(68, 22)"
1.0,"(68, 23)"
1.0,"(68, 24)"
1.0,"(69, 20)"
1.0,"(69, 21)"
1.0,"(69, 22)"
1.0,"(69, 23)"
1.0,"(69, 24)"
1.0,"(70, 20)"
1.0,"(70, 21)"
1.0,"(70, 22)"
1.0,"(70, 23)"
1.0,"(70, 24)"
1.0,"(71, 20)"
1.0,"(71, 21)"
1.0,"(71, 22)"
1.0,"(71, 23)"
1.0,"(71, 24)"
1.0,"(72, 20)"
1.0,"(72, 21)"
1.0,"(72, 22)"
1.0,"(72, 23)"
1.0,"(72, 24)"
1.0,"(73, 20)"
1.0,"(73, 21)"
1.0,"(73, 22)"
1.0,"(73, 23)"
1.0,"(73, 24)"
1.0,"(74, 20)"
1.0,"(74, 21)"
1.0,"(74, 22)"
1.0,"(74, 23)"
1.0,"(74, 24)"
1.0,"(75, 20)"
1.0,"(75, 21)"
1.0,"(75, 22)"
1.0,"(75, 23)"
1.0,"(75, 24)"
1.0,"(76, 20)"
1.0,"(76, 21)"
1.0,"(76, 22)"
1.0,"(76, 23)"
1.0,"(76, 24)"
1.0,"(77, 20)"
1.0,"(77, 21)"
1.0,"(77, 22)"
1.0,"(77, 23)"
1.0,"(77, 24)"
1.0,"(78, 20)"
1.0,"(78, 21)"
1.0,"(78, 22)"
1.0,"(78, 23)"
1.0,"(78, 24)"
1.0,"(79, 20)"
1.0,"(79, 21)"
1.0,"(79, 22)"
1.0,"(79, 23)"
1.0,"(79, 24)"
1.0,"(80, 20)"
1.0,"(80, 21)"
1.0,"(80, 22)"
1.0,"(80, 23)"
1.0,"(80, 24)"
1.0,"(81, 20)"
1.0,"(81, 21)"
1.0,"(81, 22)"
1.0,"(81, 23)"
1.0,"(81, 24)"
1.0,"(82, 20)"
1.0,"(82, 21)"
1.0,"(82, 22)"
1.0,"(82, 23)"
1.0,"(82, 24)"
1.0,"(83, 20)"
1.0,"(83, 21)"
1.0,"(83, 22)"
1.0,"(83, 23)"
1.0,"(83, 24)"
1.0,"(84, 20)"
1.0,"(84, 21)"
1.0,"(84, 22)"
1.0,"(84, 23)"
1.0,"(84, 24)"
1.0,"(85, 20)"
1.0,"(85, 21)"
1.0,"(85, 22)"
1.0,"(85, 23)"
1.0,"(85, 24)"
1.0,"(86, 20)"
1.0,"(86, 21)"
1.0,"(86, 22)"
1.0,"(86, 23)"
1.0,"(86, 24)"
1.0,"(87, 20)"
1.0,"(87, 21)"
1.0,"(87, 22)"
1.0,"(87, 23)"
1.0,"(87, 24)"
1.0,"(88, 20)"
1.0,"(88, 21)"
1.0,"(88, 22)"
1.0,"(88, 23)"
1.0,"(88, 24)"
1.0,"(89, 20)"
1.0,"(89, 21)"
1.0,"(89, 22)"
1.0,"(89, 23)"
1.0,"(89, 24)"
1.0,"(90, 20)"
1.0,"(90, 21)"
1.0,"(90, 22)"
1.0,"(90, 23)"
1.0,"(90, 24)"
1.0,"(91, 20)"
1.0,"(91, 21)"
1.0,"(91, 22)"
1.0,"(91, 23)"
1.0,"(91, 24)"
1.0,"(92, 20)"
1.0,"(92, 21)"
1.0,"(92, 22)"
1.0,"(92, 23)"
