warehouse_id,source_id,destination_id,time=0,time=1,time=2,time=3,time=4,time=5,time=6,time=7,time=8,time=9,time=10,time=11,time=12,time=13,time=14,time=15,time=16,time=17,time=18,time=19,time=20,time=21,time=22,time=23,time=24,time=25,time=26,time=27,time=28,time=29,time=30,time=31,time=32,time=33,time=34,time=35,time=36,time=37,time=38,time=39,time=40,time=41,time=42,time=43,time=44,time=45,time=46,time=47,time=48,time=49,time=50,time=51,time=52,time=53,time=54,time=55,time=56,time=57,time=58,time=59,time=60,time=61,time=62,time=63,time=64,time=65,time=66,time=67,time=68,time=69,time=70,time=71,time=72,time=73,time=74,time=75,time=76,time=77,time=78,time=79,time=80,time=81
3,17,5,"(39, 17)","(38, 17)","(37, 17)","(36, 17)","(36, 18)","(36, 19)","(36, 20)","(36, 21)","(36, 22)","(36, 23)","(36, 24)","(36, 25)","(36, 26)","(35, 26)","(35, 25)","(35, 24)","(35, 23)","(35, 22)","(35, 21)","(35, 20)","(35, 19)","(35, 18)","(35, 17)","(35, 16)","(35, 15)","(35, 14)","(35, 13)","(34, 13)","(33, 13)","(32, 13)","(31, 13)","(30, 13)","(30, 12)","(30, 11)","(30, 10)","(30, 9)","(29, 9)","(28, 9)","(27, 9)","(26, 9)","(25, 9)","(24, 9)","(23, 9)","(22, 9)","(21, 9)","(20, 9)","(19, 9)","(18, 9)","(17, 9)","(16, 9)","(15, 9)","(14, 9)","(13, 9)","(12, 9)","(12, 10)","(12, 11)","(12, 12)","(12, 11)","(12, 10)","(11, 10)","(11, 9)","(10, 9)","(9, 9)","(9, 8)","(9, 7)","(8, 7)","(8, 6)","(7, 6)","(6, 6)","(5, 6)","(4, 6)","(3, 6)","(2, 6)","(1, 6)","(1, 5)","(0, 5)",,,,,,
3,17,5,"(39, 17)","(38, 17)","(38, 16)","(37, 16)","(36, 16)","(36, 17)","(36, 18)","(35, 18)","(35, 17)","(35, 16)","(35, 15)","(35, 14)","(35, 13)","(35, 12)","(35, 11)","(35, 10)","(35, 9)","(35, 8)","(35, 7)","(35, 6)","(35, 5)","(35, 4)","(34, 4)","(33, 4)","(32, 4)","(31, 4)","(30, 4)","(29, 4)","(29, 5)","(29, 6)","(29, 7)","(29, 8)","(28, 8)","(27, 8)","(26, 8)","(26, 7)","(26, 6)","(26, 5)","(26, 4)","(25, 4)","(24, 4)","(23, 4)","(22, 4)","(22, 3)","(22, 2)","(22, 1)","(21, 1)","(20, 1)","(20, 2)","(20, 3)","(20, 4)","(19, 4)","(18, 4)","(17, 4)","(16, 4)","(16, 5)","(16, 6)","(15, 6)","(15, 5)","(15, 4)","(14, 4)","(13, 4)","(12, 4)","(11, 4)","(10, 4)","(9, 4)","(8, 4)","(7, 4)","(7, 5)","(6, 5)","(5, 5)","(4, 5)","(3, 5)","(2, 5)","(1, 5)","(0, 5)",,,,,,
3,17,5,"(39, 17)","(38, 17)","(38, 18)","(38, 19)","(38, 20)","(38, 21)","(37, 21)","(36, 21)","(35, 21)","(34, 21)","(33, 21)","(33, 22)","(33, 23)","(33, 24)","(32, 24)","(31, 24)","(30, 24)","(30, 23)","(30, 22)","(30, 21)","(30, 20)","(30, 19)","(29, 19)","(28, 19)","(27, 19)","(26, 19)","(25, 19)","(25, 18)","(25, 17)","(25, 16)","(25, 15)","(25, 14)","(24, 14)","(23, 14)","(22, 14)","(22, 13)","(22, 12)","(22, 11)","(21, 11)","(20, 11)","(20, 10)","(20, 9)","(19, 9)","(18, 9)","(17, 9)","(16, 9)","(15, 9)","(14, 9)","(13, 9)","(12, 9)","(12, 10)","(12, 11)","(11, 11)","(10, 11)","(10, 12)","(10, 13)","(10, 14)","(10, 13)","(10, 12)","(10, 11)","(10, 10)","(10, 9)","(9, 9)","(9, 8)","(8, 8)","(8, 7)","(8, 6)","(8, 5)","(7, 5)","(6, 5)","(5, 5)","(4, 5)","(3, 5)","(2, 5)","(1, 5)","(0, 5)",,,,,,
3,17,5,"(39, 17)","(38, 17)","(37, 17)","(36, 17)","(35, 17)","(35, 18)","(35, 19)","(35, 20)","(34, 20)","(34, 21)","(34, 22)","(34, 23)","(34, 24)","(33, 24)","(32, 24)","(32, 23)","(32, 22)","(32, 21)","(31, 21)","(30, 21)","(30, 20)","(30, 19)","(29, 19)","(28, 19)","(27, 19)","(27, 18)","(27, 17)","(27, 16)","(27, 15)","(27, 14)","(26, 14)","(26, 15)","(26, 16)","(26, 17)","(26, 18)","(26, 19)","(25, 19)","(25, 18)","(25, 17)","(25, 16)","(25, 15)","(25, 14)","(24, 14)","(23, 14)","(23, 13)","(22, 13)","(22, 12)","(21, 12)","(20, 12)","(20, 11)","(20, 10)","(20, 9)","(19, 9)","(18, 9)","(17, 9)","(16, 9)","(15, 9)","(14, 9)","(13, 9)","(12, 9)","(11, 9)","(10, 9)","(9, 9)","(9, 8)","(8, 8)","(7, 8)","(7, 7)","(7, 6)","(7, 5)","(6, 5)","(5, 5)","(4, 5)","(3, 5)","(2, 5)","(1, 5)","(0, 5)",,,,,,
3,17,5,"(39, 17)","(38, 17)","(37, 17)","(37, 18)","(36, 18)","(35, 18)","(35, 19)","(34, 19)","(33, 19)","(33, 20)","(33, 21)","(33, 22)","(33, 23)","(33, 24)","(32, 24)","(31, 24)","(31, 23)","(30, 23)","(30, 22)","(30, 21)","(30, 20)","(30, 19)","(29, 19)","(28, 19)","(27, 19)","(26, 19)","(25, 19)","(24, 19)","(23, 19)","(23, 20)","(22, 20)","(21, 20)","(20, 20)","(20, 21)","(20, 22)","(20, 23)","(20, 24)","(19, 24)","(18, 24)","(17, 24)","(16, 24)","(15, 24)","(14, 24)","(14, 23)","(14, 22)","(13, 22)","(13, 21)","(12, 21)","(12, 20)","(12, 19)","(11, 19)","(10, 19)","(9, 19)","(9, 18)","(9, 17)","(9, 16)","(9, 15)","(9, 14)","(8, 14)","(7, 14)","(6, 14)","(5, 14)","(4, 14)","(3, 14)","(2, 14)","(1, 14)","(1, 13)","(1, 12)","(1, 11)","(1, 10)","(1, 9)","(1, 8)","(1, 7)","(1, 6)","(1, 5)","(0, 5)",,,,,,
3,17,5,"(39, 17)","(38, 17)","(38, 16)","(38, 15)","(37, 15)","(37, 14)","(36, 14)","(36, 15)","(36, 16)","(36, 17)","(36, 18)","(36, 19)","(35, 19)","(34, 19)","(33, 19)","(32, 19)","(32, 20)","(32, 21)","(31, 21)","(31, 22)","(31, 23)","(31, 24)","(30, 24)","(29, 24)","(28, 24)","(27, 24)","(26, 24)","(25, 24)","(25, 25)","(25, 26)","(25, 25)","(25, 24)","(24, 24)","(23, 24)","(23, 23)","(22, 23)","(22, 22)","(21, 22)","(21, 21)","(21, 20)","(20, 20)","(20, 19)","(19, 19)","(18, 19)","(17, 19)","(16, 19)","(16, 18)","(15, 18)","(15, 17)","(15, 16)","(15, 15)","(15, 14)","(14, 14)","(14, 13)","(13, 13)","(12, 13)","(12, 12)","(11, 12)","(11, 11)","(10, 11)","(10, 10)","(10, 9)","(9, 9)","(8, 9)","(8, 8)","(8, 7)","(7, 7)","(7, 6)","(7, 5)","(6, 5)","(5, 5)","(4, 5)","(3, 5)","(2, 5)","(1, 5)","(0, 5)",,,,,,
3,17,5,"(39, 17)","(38, 17)","(38, 18)","(38, 19)","(38, 20)","(38, 21)","(37, 21)","(37, 22)","(36, 22)","(35, 22)","(34, 22)","(34, 23)","(33, 23)","(32, 23)","(31, 23)","(30, 23)","(30, 24)","(29, 24)","(28, 24)","(28, 25)","(28, 26)","(28, 27)","(28, 28)","(28, 29)","(27, 29)","(26, 29)","(26, 28)","(25, 28)","(25, 27)","(25, 26)","(25, 25)","(25, 24)","(24, 24)","(23, 24)","(23, 23)","(23, 22)","(23, 21)","(23, 20)","(22, 20)","(21, 20)","(20, 20)","(20, 19)","(19, 19)","(19, 18)","(18, 18)","(17, 18)","(17, 17)","(17, 16)","(17, 15)","(16, 15)","(16, 14)","(15, 14)","(14, 14)","(13, 14)","(13, 13)","(12, 13)","(11, 13)","(10, 13)","(10, 12)","(10, 11)","(10, 10)","(10, 9)","(9, 9)","(9, 8)","(9, 7)","(8, 7)","(7, 7)","(7, 6)","(7, 5)","(6, 5)","(5, 5)","(4, 5)","(3, 5)","(2, 5)","(1, 5)","(0, 5)",,,,,,
3,17,5,"(39, 17)","(38, 17)","(38, 18)","(37, 18)","(36, 18)","(36, 17)","(35, 17)","(35, 16)","(35, 15)","(35, 14)","(34, 14)","(33, 14)","(32, 14)","(31, 14)","(31, 13)","(30, 13)","(30, 12)","(30, 11)","(30, 10)","(30, 9)","(29, 9)","(28, 9)","(27, 9)","(27, 8)","(27, 7)","(26, 7)","(25, 7)","(25, 6)","(25, 5)","(25, 4)","(24, 4)","(23, 4)","(22, 4)","(21, 4)","(21, 3)","(21, 2)","(21, 1)","(21, 0)","(20, 0)","(20, 1)","(20, 2)","(20, 3)","(20, 4)","(19, 4)","(19, 5)","(19, 6)","(19, 7)","(19, 8)","(19, 9)","(18, 9)","(17, 9)","(16, 9)","(15, 9)","(15, 8)","(15, 7)","(15, 6)","(15, 5)","(15, 4)","(14, 4)","(13, 4)","(12, 4)","(11, 4)","(11, 3)","(10, 3)","(10, 4)","(9, 4)","(9, 5)","(8, 5)","(7, 5)","(6, 5)","(5, 5)","(4, 5)","(3, 5)","(2, 5)","(1, 5)","(0, 5)",,,,,,
3,17,5,"(39, 17)","(38, 17)","(38, 18)","(38, 19)","(38, 20)","(37, 20)","(36, 20)","(36, 21)","(36, 22)","(36, 23)","(36, 24)","(35, 24)","(34, 24)","(34, 23)","(34, 22)","(34, 21)","(34, 20)","(34, 19)","(33, 19)","(33, 20)","(32, 20)","(31, 20)","(31, 21)","(31, 22)","(31, 23)","(31, 24)","(30, 24)","(30, 23)","(30, 22)","(30, 21)","(30, 20)","(30, 19)","(29, 19)","(28, 19)","(27, 19)","(26, 19)","(25, 19)","(24, 19)","(23, 19)","(22, 19)","(21, 19)","(20, 19)","(19, 19)","(19, 18)","(19, 17)","(19, 16)","(19, 15)","(18, 15)","(17, 15)","(16, 15)","(15, 15)","(15, 14)","(14, 14)","(14, 13)","(13, 13)","(13, 12)","(12, 12)","(12, 11)","(11, 11)","(11, 10)","(10, 10)","(10, 9)","(9, 9)","(9, 8)","(9, 7)","(9, 6)","(9, 5)","(8, 5)","(7, 5)","(6, 5)","(5, 5)","(4, 5)","(3, 5)","(2, 5)","(1, 5)","(0, 5)",,,,,,
3,17,5,"(39, 17)","(38, 17)","(38, 16)","(38, 15)","(38, 14)","(38, 13)","(38, 12)","(38, 11)","(37, 11)","(36, 11)","(36, 10)","(36, 9)","(36, 8)","(36, 7)","(36, 6)","(36, 5)","(35, 5)","(35, 4)","(35, 3)","(35, 2)","(35, 1)","(35, 0)","(34, 0)","(33, 0)","(32, 0)","(31, 0)","(30, 0)","(30, 1)","(30, 2)","(30, 3)","(30, 4)","(29, 4)","(29, 5)","(29, 6)","(29, 7)","(29, 8)","(29, 9)","(28, 9)","(27, 9)","(27, 8)","(27, 7)","(27, 6)","(27, 5)","(27, 4)","(26, 4)","(25, 4)","(24, 4)","(23, 4)","(23, 3)","(23, 2)","(22, 2)","(21, 2)","(20, 2)","(20, 3)","(20, 4)","(19, 4)","(18, 4)","(17, 4)","(16, 4)","(15, 4)","(14, 4)","(13, 4)","(12, 4)","(11, 4)","(10, 4)","(9, 4)","(9, 5)","(8, 5)","(7, 5)","(6, 5)","(5, 5)","(4, 5)","(3, 5)","(2, 5)","(1, 5)","(0, 5)",,,,,,
