warehouse_id,source_id,destination_id,time=0,time=1,time=2,time=3,time=4,time=5,time=6,time=7,time=8,time=9,time=10,time=11,time=12,time=13,time=14,time=15,time=16,time=17,time=18,time=19,time=20,time=21,time=22,time=23,time=24,time=25,time=26,time=27,time=28,time=29,time=30,time=31,time=32,time=33,time=34,time=35,time=36,time=37,time=38,time=39,time=40,time=41,time=42,time=43,time=44,time=45,time=46,time=47,time=48,time=49,time=50,time=51,time=52,time=53,time=54,time=55,time=56,time=57,time=58,time=59,time=60,time=61,time=62,time=63,time=64,time=65,time=66
3,8,11,"(39, 8)","(38, 8)","(38, 9)","(37, 9)","(37, 10)","(36, 10)","(35, 10)","(34, 10)","(33, 10)","(32, 10)","(31, 10)","(31, 11)","(31, 12)","(30, 12)","(30, 13)","(30, 14)","(29, 14)","(28, 14)","(28, 15)","(28, 16)","(28, 17)","(27, 17)","(26, 17)","(25, 17)","(25, 18)","(25, 19)","(24, 19)","(23, 19)","(22, 19)","(22, 20)","(21, 20)","(20, 20)","(20, 21)","(20, 20)","(20, 19)","(19, 19)","(19, 18)","(19, 17)","(19, 16)","(19, 15)","(19, 14)","(18, 14)","(17, 14)","(16, 14)","(15, 14)","(14, 14)","(13, 14)","(12, 14)","(11, 14)","(10, 14)","(9, 14)","(8, 14)","(7, 14)","(6, 14)","(5, 14)","(4, 14)","(4, 13)","(4, 12)","(4, 11)","(3, 11)","(2, 11)","(1, 11)","(0, 11)",,,,
3,8,11,"(39, 8)","(38, 8)","(38, 7)","(38, 6)","(38, 5)","(38, 4)","(38, 3)","(38, 2)","(37, 2)","(36, 2)","(36, 1)","(36, 0)","(35, 0)","(34, 0)","(33, 0)","(32, 0)","(31, 0)","(30, 0)","(30, 1)","(30, 2)","(30, 3)","(30, 4)","(29, 4)","(28, 4)","(27, 4)","(27, 5)","(27, 6)","(27, 7)","(27, 8)","(26, 8)","(25, 8)","(25, 9)","(24, 9)","(23, 9)","(23, 10)","(23, 11)","(22, 11)","(21, 11)","(21, 10)","(20, 10)","(20, 9)","(19, 9)","(18, 9)","(17, 9)","(16, 9)","(15, 9)","(14, 9)","(13, 9)","(12, 9)","(11, 9)","(10, 9)","(9, 9)","(8, 9)","(7, 9)","(6, 9)","(5, 9)","(4, 9)","(4, 10)","(3, 10)","(3, 11)","(2, 11)","(1, 11)","(0, 11)",,,,
3,8,11,"(39, 8)","(38, 8)","(38, 7)","(38, 6)","(38, 5)","(38, 4)","(38, 3)","(38, 2)","(38, 1)","(37, 1)","(36, 1)","(35, 1)","(34, 1)","(33, 1)","(32, 1)","(31, 1)","(31, 2)","(31, 3)","(31, 4)","(30, 4)","(29, 4)","(28, 4)","(27, 4)","(26, 4)","(26, 5)","(26, 6)","(25, 6)","(25, 5)","(25, 4)","(24, 4)","(23, 4)","(22, 4)","(22, 3)","(22, 4)","(21, 4)","(20, 4)","(19, 4)","(19, 5)","(19, 6)","(19, 7)","(19, 8)","(18, 8)","(18, 9)","(17, 9)","(16, 9)","(15, 9)","(14, 9)","(13, 9)","(12, 9)","(11, 9)","(10, 9)","(9, 9)","(8, 9)","(7, 9)","(6, 9)","(5, 9)","(4, 9)","(4, 10)","(3, 10)","(2, 10)","(1, 10)","(1, 11)","(0, 11)",,,,
3,8,11,"(39, 8)","(38, 8)","(38, 9)","(38, 10)","(38, 11)","(38, 12)","(37, 12)","(36, 12)","(36, 13)","(35, 13)","(34, 13)","(33, 13)","(32, 13)","(31, 13)","(31, 14)","(30, 14)","(29, 14)","(28, 14)","(27, 14)","(26, 14)","(25, 14)","(24, 14)","(23, 14)","(23, 13)","(23, 12)","(23, 11)","(23, 10)","(22, 10)","(21, 10)","(20, 10)","(20, 9)","(19, 9)","(18, 9)","(18, 8)","(18, 7)","(18, 6)","(17, 6)","(16, 6)","(15, 6)","(15, 7)","(15, 8)","(15, 9)","(14, 9)","(13, 9)","(12, 9)","(11, 9)","(10, 9)","(10, 10)","(10, 11)","(10, 10)","(10, 9)","(9, 9)","(8, 9)","(7, 9)","(6, 9)","(5, 9)","(4, 9)","(4, 10)","(4, 11)","(3, 11)","(2, 11)","(1, 11)","(0, 11)",,,,
3,8,11,"(39, 8)","(38, 8)","(37, 8)","(36, 8)","(36, 7)","(36, 6)","(35, 6)","(35, 7)","(35, 8)","(35, 9)","(35, 10)","(35, 11)","(34, 11)","(33, 11)","(32, 11)","(31, 11)","(30, 11)","(30, 10)","(30, 9)","(29, 9)","(28, 9)","(27, 9)","(27, 8)","(26, 8)","(26, 7)","(26, 6)","(26, 5)","(26, 4)","(25, 4)","(24, 4)","(23, 4)","(23, 3)","(22, 3)","(22, 4)","(21, 4)","(20, 4)","(19, 4)","(18, 4)","(18, 5)","(18, 6)","(17, 6)","(17, 7)","(17, 8)","(17, 9)","(16, 9)","(15, 9)","(14, 9)","(13, 9)","(12, 9)","(11, 9)","(10, 9)","(9, 9)","(8, 9)","(7, 9)","(6, 9)","(5, 9)","(4, 9)","(4, 10)","(3, 10)","(3, 11)","(2, 11)","(1, 11)","(0, 11)",,,,
3,8,11,"(39, 8)","(38, 8)","(38, 7)","(38, 6)","(38, 5)","(38, 4)","(38, 3)","(38, 2)","(37, 2)","(36, 2)","(36, 1)","(36, 0)","(35, 0)","(34, 0)","(33, 0)","(33, 1)","(33, 2)","(33, 3)","(32, 3)","(31, 3)","(30, 3)","(30, 2)","(30, 1)","(30, 2)","(30, 3)","(30, 4)","(29, 4)","(29, 5)","(28, 5)","(27, 5)","(27, 6)","(27, 7)","(27, 8)","(26, 8)","(26, 9)","(25, 9)","(24, 9)","(23, 9)","(22, 9)","(21, 9)","(20, 9)","(19, 9)","(18, 9)","(17, 9)","(16, 9)","(15, 9)","(14, 9)","(13, 9)","(12, 9)","(11, 9)","(10, 9)","(9, 9)","(8, 9)","(7, 9)","(6, 9)","(5, 9)","(4, 9)","(4, 10)","(4, 11)","(3, 11)","(2, 11)","(1, 11)","(0, 11)",,,,
3,8,11,"(39, 8)","(38, 8)","(37, 8)","(37, 7)","(37, 6)","(37, 5)","(37, 4)","(37, 3)","(37, 2)","(37, 1)","(37, 0)","(36, 0)","(36, 1)","(36, 2)","(35, 2)","(34, 2)","(33, 2)","(32, 2)","(32, 1)","(32, 0)","(31, 0)","(31, 1)","(30, 1)","(30, 2)","(30, 3)","(30, 4)","(29, 4)","(29, 5)","(28, 5)","(27, 5)","(27, 6)","(26, 6)","(25, 6)","(25, 7)","(25, 8)","(25, 9)","(24, 9)","(23, 9)","(22, 9)","(21, 9)","(20, 9)","(19, 9)","(18, 9)","(17, 9)","(16, 9)","(15, 9)","(14, 9)","(13, 9)","(12, 9)","(11, 9)","(10, 9)","(9, 9)","(8, 9)","(7, 9)","(6, 9)","(5, 9)","(4, 9)","(4, 10)","(3, 10)","(3, 11)","(2, 11)","(1, 11)","(0, 11)",,,,
3,8,11,"(39, 8)","(38, 8)","(38, 9)","(38, 10)","(38, 11)","(37, 11)","(37, 12)","(37, 13)","(37, 14)","(37, 15)","(36, 15)","(36, 14)","(35, 14)","(35, 15)","(35, 16)","(35, 17)","(35, 18)","(35, 19)","(34, 19)","(33, 19)","(32, 19)","(31, 19)","(30, 19)","(29, 19)","(29, 18)","(29, 17)","(29, 16)","(28, 16)","(27, 16)","(26, 16)","(25, 16)","(25, 15)","(25, 14)","(24, 14)","(23, 14)","(22, 14)","(21, 14)","(20, 14)","(19, 14)","(18, 14)","(17, 14)","(17, 15)","(17, 14)","(16, 14)","(15, 14)","(14, 14)","(13, 14)","(12, 14)","(11, 14)","(10, 14)","(9, 14)","(8, 14)","(7, 14)","(6, 14)","(5, 14)","(4, 14)","(3, 14)","(2, 14)","(2, 13)","(1, 13)","(1, 12)","(1, 11)","(0, 11)",,,,
3,8,11,"(39, 8)","(38, 8)","(38, 7)","(38, 6)","(37, 6)","(36, 6)","(35, 6)","(35, 7)","(35, 8)","(35, 9)","(35, 10)","(35, 11)","(35, 12)","(35, 13)","(35, 14)","(35, 15)","(35, 16)","(35, 17)","(35, 18)","(35, 19)","(34, 19)","(33, 19)","(32, 19)","(31, 19)","(30, 19)","(29, 19)","(29, 18)","(28, 18)","(28, 17)","(28, 16)","(27, 16)","(26, 16)","(25, 16)","(25, 15)","(25, 14)","(24, 14)","(23, 14)","(22, 14)","(21, 14)","(20, 14)","(19, 14)","(18, 14)","(17, 14)","(16, 14)","(15, 14)","(14, 14)","(13, 14)","(12, 14)","(11, 14)","(10, 14)","(9, 14)","(8, 14)","(7, 14)","(6, 14)","(5, 14)","(4, 14)","(3, 14)","(2, 14)","(2, 13)","(1, 13)","(1, 12)","(1, 11)","(0, 11)",,,,
3,8,11,"(39, 8)","(38, 8)","(38, 9)","(38, 10)","(38, 11)","(38, 12)","(38, 13)","(38, 14)","(38, 15)","(38, 16)","(38, 17)","(38, 18)","(38, 19)","(37, 19)","(37, 18)","(37, 17)","(37, 16)","(37, 15)","(37, 14)","(37, 13)","(37, 12)","(36, 12)","(35, 12)","(34, 12)","(33, 12)","(32, 12)","(32, 11)","(31, 11)","(31, 10)","(30, 10)","(30, 9)","(29, 9)","(28, 9)","(27, 9)","(26, 9)","(25, 9)","(24, 9)","(23, 9)","(22, 9)","(21, 9)","(20, 9)","(19, 9)","(18, 9)","(17, 9)","(16, 9)","(15, 9)","(14, 9)","(13, 9)","(12, 9)","(11, 9)","(10, 9)","(9, 9)","(8, 9)","(7, 9)","(6, 9)","(5, 9)","(4, 9)","(3, 9)","(3, 10)","(3, 11)","(2, 11)","(1, 11)","(0, 11)",,,,
